source,target
上海万有全豆制品有限公司,上海市邮政速递物流有限公司（食堂）,30.0
上海红丽食品厂,上海佳伊食品有限公司,4.0
上海经泰油脂有限公司,仓桥粮油,2.0
山东日照山河肉类食品有限公司,上海家得利超市有限公司包头路店,2.0
上海新营食品厂,上海新营食品厂,1.0
义乌市帝奥食品有限公司,上海樟鸿贸易有限公司,1.0
上海清美绿色食品有限公司,新里城专柜(家乐福),2.0
上海鼎腾食品有限公司,迪亚芳华,5.0
上海艾晖食品有限公司普陀分公司,上海漕河泾开发区华港实业有限公司上海漕河泾万丽酒店,2.0
安徽荷金来农业发展公司,上海上食肉类有限公司,1.0
上海冯达豆类食品有限公司,(弘朱)上海沀仪餐管理有限公司,4.0
上海正顶记贸易有限公司,纽海信息技术（上海）有限公司,94.0
上海亚太国际蔬菜有限公司,上海必胜客有限公司漕河泾店,68.0
海亮明康汇物流有限公司,杭州滨江明月江南店,80.0
上海锐洲粮油有限公司,上海踏浪精细化工有限公司,2.0
旺旺集团,上海普陀沪村副食品商场,1.0
上海紫燕食品有限公司,上海市松江区洞泾镇桂明熟食店,7.0
上海市奉贤区叶兴副食品经营部,上海慈杨快餐有限公司,20776.0
湖州震远同食品有限公司,上海豫园旅游商城股份有限公司湖心亭茶楼,7.0
上海清美绿色食品有限公司,花木（联华）,6.0
上海宝润食品有限公司,上海松江宝立食品有限公司,2.0
上海都乐食品有限公司,沃尔玛顾村店,17.0
上海旭洋绿色食品有限公司,世纪联华天山专卖,29.0
上海市浦东新区小天鹅幼儿园,上海市浦东新区小天鹅幼儿园,499.0
上海艺杏食品有限公司,交大（马陆友捷）（H ）-M,11.0
浦东御桥海鲜批发市场,上海真南农副产品综合市场经营管理有限公司,144.0
上海双汇大昌有限公司上海分公司,黄山区康乐二十四小时便利店,18.0
B428-南京利丰英和上海有限公司,上海联家超市有限公司大场店,1.0
上海旭洋绿色食品有限公司,华润南京东店,10.0
光明米业(集团)有限公司(买断3),上海联华超市发展有限公司-加盟店-系统,117.0
上海清美绿色食品有限公司,上海真北副食品管理有限公司（预付）,1.0
上海苏食肉品销售有限公司,0055欧尚金山店,14.0
苏州上海六和勤强食品有限公司(苏州）,上海浦众农贸市场经营管理有限公司,2.0
上海新景西餐食品有限公司,金桥红枫万豪,29.0
中粮国际（北京）有限公司上海分公司,上海肯德基有限公司中环餐厅,6.0
上海阳洋豆业食品有限公司,政通市场56号,25.0
上海川祥食品有限公司,上海依涛食品有限公司,1.0
上海花冠营养乳品有限公司,临沂大智乳业有限公司,17.0
上海大昌行食品工业有限公司,上海家得利超市有限公司包头路店,3.0
上海汉康豆类食品有限公司,关东朱泾店2,28.0
上海艺杏食品有限公司,万有全（星舟汽修）,2.0
上海花冠营养乳品有限公司,黄石大冶康宝宝孕婴馆,8.0
上海福彩农产品专业合作社,上海景悅国际航空酒店有限公司,6.0
上海清美绿色食品有限公司,宝滨（联华）,16.0
大厂回族自治县万福肉类有限公司,上海澳犇国际贸易有限公司,1.0
上海骏果实验有限公司,上海新欧尚超市有限公司金都路店,2.0
个体工商户(2),上海险富餐饮有限公司,29.0
美赞臣营养品（中国）有限公司,上海联家超市有限公司万里店,1.0
上海彬龙农副食品有限公司,上海辉哥海鲜火锅餐饮有限公司浦东店,38.0
广州合生元,沃尔玛华东百货有限公司上海桃浦分店,2.0
T275-上海东辉食品有限公司,上海联家超市有限公司七宝店,3.0
上海艺杏食品有限公司,上海宛南综合市场经营管理有限公司,29.0
家伟南北货批发部,上海外冈新苑农贸综合市场经营管理有限公司,16.0
上海清美绿色食品有限公司,上海艺杏食品有限公司,1.0
苏州亿力多贸易有限公司,上海新欧尚超市有限公司蒙山北路店,1.0
上海清美绿色食品有限公司,嘉定塔城王建强(豆制品),9.0
上海清美绿色食品有限公司,盈峰副食品（单位加盟）,5.0
上海锐洲粮油有限公司,江苏乐天玛特商业有限公司,7.0
江苏省苏食肉品有限公司,上海农工商青浦超市有限公司,34.0
上海力德尔食品有限公司,江杨北路1号,97.0
上海强丰果蔬种植专业合作社,上海市金山区科学技术委员会食堂,56.0
应城市宏基石膏制品有限公司,上海欣晨豆业有限公司,12.0
上海松江粮油购销有限公司泖港粮库,上海松江粮油购销有限公司泖港粮库,20.0
上海华邱农业科技发展有限 公司,上海奉贤区粮油购销公司,5.0
上海信邦食品工业有限公司,上海金源综合市场经营管理有限公司松隐市场分公司,5.0
上海阳洋豆业食品有限公司,老北站--张小宝,3.0
艾狄士食品（上海）有限公司,南京宁颐实业公司颐和公馆酒店,1.0
上海东区老大房食品有限公司,华联虎林,14.0
上海万有全豆制品有限公司奉贤分公司,家得利御青店,21.0
上海适达餐饮管理有限公司冰淇淋加工厂,五莲,59.0
上海双汇大昌有限公司上海分公司,繁昌立源商贸有限责任公司,13.0
上海天容肉制品集团有限公司,淮安大润发,17.0
上海铜川水产市场经营管理有限公司,上海清涧农副产品市场经营管理有限公司,186.0
昆山市润渔农产品有限公司,上海澳辰食品有限公司,1.0
大连鑫合瑞果品专业合作社,上海联华超市发展有限公司 - 系统,573.0
瑞翔食品商行,上海浦众农贸市场经营管理有限公司,13.0
山东日龙食品有限公司,上海峰二食品有限公司,1.0
安徽芜湖双汇食品有限公司,上海天馨集贸市场经营管理有限公司,6.0
上海市嘉定区江桥镇卢英洋肉类经营部,上海老磨坊食品有限公司,4.0
昆山凤俊食品商行,上海浦众农贸市场经营管理有限公司,4.0
上海阳洋豆业食品有限公司,上海平延农贸市场经营管理有限公司,32.0
李杰肉类经营部,上海常兴食府,124.0
上海新景西餐食品有限公司,安徽-雷小姐,25.0
中粮国际（北京）有限公司上海分公司,上海必胜客有限公司柳埠路店,5.0
上海万有全豆制品有限公司奉贤分公司,家得利大团,11.0
大连兴业源农产品有限公司,上海西郊国际农产品交易有限公司,1.0
W915-上海东辉食品有限公司,上海联家超市有限公司徐汇店,5.0
上海澳菲利食品销售有限公司,东北四季,17.0
云南茂陇实业有限责任有限公司,北京玉中都科技开发中心,1.0
上海鑫茂食品有限公司,上海七宝商城综合市场经营管理有限公司,77.0
汕头市文翰贸易有限公司,上海龙辉餐饮管理有限公司莘庄龙之梦店,6.0
江苏海创农产品开发有限公司,上海肯德基有限公司周家嘴餐厅,26.0
上海梅林食品有限公司,上海禹慧餐饮有限公司,10.0
上海亚太国际蔬菜有限公司,上海肯德基有限公司八一餐厅,34.0
上海圣华副食品有限公司,上海龙华乐购生活购物有限公司,403.0
河北金码食品有限公司,上海适达餐饮管理有限公司,1.0
上海五丰上食食品有限公司,上海紫鸿食品有限公司,1.0
浦东商贸,上海浦众农贸市场经营管理有限公司,12.0
益海嘉里食品营销有限公司,上海上蔬永辉生鲜食品有限公司,96.0
上海艺杏食品有限公司,普陀区教育服务配送中心《长征中心小学》,2.0
闲功夫（上海）实业有限公司,苏州喵鲜生贸易有限公司（尚澄）,4.0
宁波经济技术开发区莱姆香草有限公司,上海二十一世纪酒店有限公司,112.0
嘉善水乡古坊酒业有限公司,上海光茂食品有限公司第一分公司,1.0
上海艺杏食品有限公司,南通先锋市场（张志相）,2.0
上海玄羊河粮油贸易有限公司,上海朋联超市有限公司,72.0
上海东辉食品有限公司-美赞臣,特易购商业（上海）有限公司河南南路分公司,1.0
（董加伍）上海市金山区董加伍副食品经营部,上海绩申酒店管理有限公司,57.0
上海清美绿色食品有限公司,上海强丰果蔬种植专业合作社（单位加盟）,9.0
上海溪诺食品贸易有限公司,极乐汤（上海）沐浴管理有限公司,946.0
临邑六合食品有限公司,上海市储能中学,44.0
上海花冠营养乳品有限公司,宿州市时尚超市,10.0
惠氏营养品（中国）有限公司,家乐福（上海）供应链管理有限公司昆山分公司,1.0
上海适达餐饮管理有限公司冰淇淋加工厂,正大,22.0
上海江杨市场丁家胜牛肉批发部,上海庆安集贸市场经营管理有限公司,56.0
上海金锣哲远食品销售有限公司,家乐福（金桥店）,20.0
上海顶淳食品有限公司,上海佳伊食品有限公司,2.0
上海市糖业烟酒（集团）有限公司,上海普陀沪村副食品商场,1.0
上海力德尔食品有限公司,水城119,48.0
8652-上海南浦食品公司浦东分公司,上海联家超市有限公司真北店,3.0
上海旭洋绿色食品有限公司,家得利嘉善专卖,16.0
上海天容肉制品集团有限公司,闵行2店欧尚,16.0
上海亚太国际蔬菜有限公司,上海必胜客有限公司澳门路餐厅,8.0
上海万旗食品有限公司,上海环盛商业有限公司黄浦大时代第四分公司,25.0
上海欧源豆制品有限公司,上海外冈新苑农贸综合市场经营管理有限公司,1969.0
上海清美绿色食品有限公司,上海蓝洛商贸有限公司闵行分公司,16.0
上海花冠营养乳品有限公司,湖北省武穴市四望镇妈咪宝贝,8.0
上海东辉食品有限公司,上海联家超市有限公司宜山店,5.0
上海亚太国际蔬菜有限公司,上海肯德基有限公司莘龙餐厅,23.0
上海亚太国际蔬菜有限公司,上海肯德基有限公司蒙山餐厅,29.0
上海市闵行区佳旗食品经营部,上海晋湘餐饮有限公司,20.0
上海鸿澎食品有限公司,上海市三门中学,2.0
上海亚太国际蔬菜有限公司,上海肯德基有限公司世博源餐厅,29.0
湖北福星生物科技有限公司,上海花冠营养乳品有限公司,1.0
北京玉中都科技开发中心,上海龙辉餐饮管理有限公司百联又一城店,16.0
昆山茁壮冷冻食品商行,上海浦众农贸市场经营管理有限公司,7.0
上海北旺食品有限公司,上海长发购物中心有限公司,12.0
中粮国际（北京）有限公司上海分公司,上海肯德基有限公司安亭餐厅,3.0
上海清美绿色食品有限公司,山花路（加盟）,16.0
叶谢浦南市场一号,上海惠多超市有限公司,7.0
上海碧洋贸易有限公司,上海欧尚超市有限公司,6.0
南京利丰英和商贸有限公司,上海新易百货有限公司,15.0
上海艺杏食品有限公司,大场医院SH－索迪斯-M,5.0
上海杰升食品厂,西南1,5.0
上海阳洋豆业食品有限公司,高东菜场80号,19.0
上海艺杏食品有限公司,常客隆(梅李店),30.0
上海双汇大昌有限公司上海分公司,常州扛天食品有限公司,56.0
上海力德尔食品有限公司,B1-0707a七宝实验小学1303a①学生,1.0
上海清美绿色食品有限公司,马桥(家得利),7.0
上海艺杏食品有限公司,常客隆信一店,28.0
上海缘成食品有限公司,上海凤石食品有限公司,9.0
纽迪希亚生命早期营养品管理(上海)有限公司,上海新欧尚超市有限公司蒙山北路店,9.0
上海力德尔食品有限公司,上海虹腾农副产品市场经营管理有限公司,19.0
上海旭洋绿色食品有限公司,家得利杨宅专卖,29.0
江苏俊启粮油股份有限公司,沃尔玛高行店,1.0
上海熙瑞食品销售有限公司,上海朗富快餐盒饭有限公司,20.0
上海清美绿色食品有限公司,江海花园豆制品（单位加盟）,11.0
上海汉康豆类食品有限公司,32.世纪联华月浦店,13.0
加拿大海鲜渔业有限公司,上海怀乾贸易有限公司,1.0
益海嘉里食品营销有限公司,上海必胜客有限公司共和大润发店,4.0
上海浦之灵食品有限公司,上海欧尚超市有限公司长阳店 ,1.0
上海阳洋豆业食品有限公司,吴泾菜场2号,24.0
上海志商实业有限公司,上海新欧尚超市有限公司外高桥店,1.0
中粮国际（北京）有限公司上海分公司,上海肯德基有限公司南奉餐厅,6.0
上海好胜贸易有限公司,上海龙辉餐饮管理有限公司七莘路店,24.0
上海清美绿色食品有限公司,联东店(联华),4.0
上海艺杏食品有限公司,朱家角市场（李春燕）（散户）,10.0
上海大昌行食品工业有限公司,联华 华山二店,5.0
上海清美绿色食品有限公司,天山店(城市超市),9.0
上海松林肉食品有限公司,上海市青浦区凤溪小学,31.0
汕头市达濠李老二食品有限公司,上海市闵行区新哥肉制品经营部,1.0
上海唐人神肉制品有限公司,公安长宁,2.0
WEST FLEISCH,上海九雅堂食品有限公司,1.0
南京利丰英和商贸有限公司,上海新欧尚超市有限公司嘉定店,1.0
安徽名山有机农业科技开发有限公司,上海环盛商业有限公司黄浦大时代第四分公司,48.0
上海亚太国际蔬菜有限公司,上海必胜客有限公司长清路店,51.0
上海大山合菌物科技股份有限公司,上海顶发食品有限公司,7.0
北京中冷物流股份有限公司,302上海浦东好又多超市有限公司田林分公司,181.0
上海澳犇国际贸易有限公司,上海龙辉餐饮管理有限公司航南公路店,11.0
上海展富食品有限公司,（889)上海新旺餐饮管理有限公司万航渡路店（889),371.0
上海唐人神肉制品有限公司,上海朗富快餐盒饭有限公司,19.0
上海市闵行区新哥肉制品经营部,上海龙辉餐饮管理有限公司正大广场店,139.0
上海汉康豆类食品有限公司,玉兰,20.0
上海肯德基有限公司中华餐厅,中粮（江西）永业有限公司,7.0
上海艺杏食品有限公司,华东理工大学(高知一)(H）-M(qz sld H),19.0
上海新景西餐食品有限公司,淳大万丽酒店,21.0
上海市嘉定区真新街道从年食品经营部,上海台台缘休闲餐饮有限公司,2.0
雅士利国际集团有限公司,上海优壹电子商务有限公司,1.0
上海市杨浦区童林水产行,上海宝山鱼塘市场经营管理有限公司,9.0
上海好胜贸易有限公司,上海龙辉餐饮管理有限公司张杨路店,46.0
上海爱凡食品有限公司,锦龙调味品商行,2.0
上海艺杏食品有限公司,梅川市场（杜世军）（加盟）,29.0
上海艺杏食品有限公司,光华菜市场(吕秀玲)（散户）^,22.0
安吉祖名豆制食品有限公司,川沙卜峰,180.0
上海亿萍农副产品有限公司,上海外国语大学附属民办浦东外国语小学（食堂）,41.0
上海阳洋豆业食品有限公司,杨行东街菜场（汉康）,20.0
上海市崇明县黄仁农副产品经营部,上海龙辉餐饮管理有限公司七莘路店,22.0
湛江金路食品有限公司,上海新麦食品工业有限公司,1.0
南京华兴消泡剂有限公司,上海豆香食品厂,31.0
上海良友海狮油脂实业有限公司,上海凯红食品市场经营管理有限公司,1.0
大连双益水产品有限公司,上海日生食品物流有限公司,1.0
上海英祥食品有限公司分公司,上海龚飞餐饮有限公司,1.0
北京泰美味国际贸易有限公司,上海辉哥海鲜火锅餐饮有限公司桃江路店,2.0
上海汉康豆类食品有限公司,元华常德店,26.0
上海市嘉里食品工业有限公司,上海京家粮油有限公司,1.0
上海江杨农产品物流有限公司,王华,3.0
AT99-裴顿食品（安徽）有限公司,上海联家超市有限公司曹路店,2.0
上海汉康豆类食品有限公司,江南,26.0
生猪产品零售（张纪国）,上海市黄浦区陆盛餐厅,170.0
上海老街西施豆腐坊,上海好客农业科技发展有限公司,1.0
上海南浦食品公司浦东分公司,上海联家超市有限公司宜山店,8.0
上海新景西餐食品有限公司,新天地安达士（礼兴酒店新天悦）,18.0
欧本咖啡（北京）有限公司,上海龙辉餐饮管理有限公司正大广场店,18.0
宋龙,上海宝山勤宇农副产品市场经营管理有限公司,6.0
上海行怡食品贸易有限公司,莱州市成达食品有限公司,54.0
益海嘉里食品营销有限公司,上海肯德基有限公司海光餐厅,2.0
上海樟鸿贸易有限公司,上海龙辉餐饮管理有限公司长泰广场店,29.0
上海市金文食品有限公司,上海晶采轩餐饮管理有限公司静安分公司,1092.0
上海避风塘食品有限公司,上海龙辉餐饮管理有限公司大宁国际广场店,10.0
上海佳伊食品有限公司,南京,16.0
江苏泰森食品有限公司,上海紫燕食品有限公司,6.0
上海冯达豆类食品有限公司,盛桥好享购,14.0
AT99-裴顿食品（安徽）有限公司,上海联家超市有限公司联洋店,4.0
上海清美绿色食品有限公司,七宝专柜(家乐福),6.0
济宁市跃龙食品有限公司,上海日生食品物流有限公司,1.0
上海海叶食用农产品有限公司,上海市虹口区第一中心小学（食堂）,236.0
潮州市潮安区金石镇林老牛食品厂,广东八记食品有限公司,1.0
中粮国际（北京）有限公司上海分公司,上海肯德基有限公司月浦餐厅,5.0
上海亚太国际蔬菜有限公司,上海肯德基有限公司长风餐厅,32.0
安徽华卫集团食品有限公司,上海新虹华联吉买盛购物中心有限公司,2.0
Z10V-泰森华东食品发展有限公司,上海联家超市有限公司巨峰店,117.0
上海味之素调味品有限公司,上海金文食品有限公司,1.0
江苏恒顺醋业股份有限公司,上海金文食品有限公司,1.0
嘉兴市蓉臻贸易有限公司,沃尔玛南浦大桥店,1.0
上海大瀛食品有限公司,上海新虹华联吉买盛购物中心有限公司,1.0
泰森华东食品发展有限公司,上海新欧尚超市有限公司人民店,3.0
上海力德尔食品有限公司,B1-0902上外静安外国语小学2805①,1.0
蚌埠大成食品有限公司,贝帝鲜（上海）食品有限公司,3.0
多美滋婴幼儿食品有限公司,上海哈哈货物运输有限公司,14.0
上海鼎腾食品有限公司,迪亚保屯,3.0
上海避风塘食品有限公司,上海龙辉餐饮管理有限公司南方商城店,18.0
上海东区老大房食品有限公司,联华丰庄,16.0
领先食品（上海）发展有限公司,味之鲜-徳运食品,5.0
雨润,上海月浦蔬菜交易市场经营管理有限公司,8.0
广东八记食品有限公司,上海龙辉餐饮管理有限公司荣乐西路店,3.0
上海适达餐饮管理有限公司冰淇淋加工厂,青浦桥梓湾,39.0
上海市宝山区宝灵蔬菜园艺场,上海新欧尚超市有限公司嘉定店,124.0
秦皇岛靖坤食品有限责任公司,上海怀乾贸易有限公司,1.0
江苏射阳县绿叶粮油食品厂,上海金文食品有限公司,1.0
上海依涛食品有限公司,上海龙辉餐饮管理有限公司月星广场店,23.0
上海杰升食品厂,罗秀路,5.0
上海徐汇区欣建副食品经营部,上海市徐汇区欣建副食品经营部,1.0
上海世达食品有限公司,上海龙辉餐饮管理有限公司真北路店,29.0
上海汉康豆类食品有限公司,楚阳-创科园,4.0
上海华晨食品有限公司,富枥食品贸易有限公司,2.0
上海汉康豆类食品有限公司,罗南,28.0
上海怀金副食品有限公司,锦江麦德龙现购自运有限公司虹口商场,5.0
上海旭洋绿色食品有限公司,易初  杨高中路专卖(043),24.0
8、上海乐客吉贸易有限公司,上海市宝钢新世纪学校,27.0
上海汉康豆类食品有限公司,42.联华盛桥店,5.0
上海良龙粮油发展有限公司,上海金槐粮油,4.0
上海新景西餐食品有限公司,富豪东亚酒店（八万人）,6.0
中粮国际（北京）有限公司上海分公司,上海必胜客有限公司曹安路店,3.0
上海浦之灵食品有限公司,上海欧尚超市有限公司闵行店,7.0
益海嘉里食品营销有限公司,上海肯德基有限公司虹梅餐厅,2.0
上海艺杏食品有限公司,上海易安餐饮企业管理有限公司(H),21.0
上海力德尔食品有限公司,永兴24号,66.0
临沂新程金锣肉制品集团有限公司,上海大华二村集贸市场经营管理有限公司,3600.0
上海清美绿色食品有限公司,瑞丽42(农工商),18.0
上海永诚食品有限公司,上海爱礼食品有限公司,1.0
上海清美绿色食品有限公司,永吉店经销（联华）,8.0
南京新品友食品有限公司,上海顶发食品有限公司,9.0
上海汉康豆类食品有限公司,02.新广粤,29.0
上海华晨食品有限公司,太原空港配餐有限公司,4.0
上海弘阳农业有限公司,上海邻家超市有限公司威宁路分公司,22.0
上海臻牛食品有限公司,上海万诚食品有限公司,1.0
上海兼光食品有限公司第三分公司,上海兼光食品有限公司第四分公司,30.0
上海花冠营养乳品有限公司,六安市舒城爱婴贝贝,3.0
上海绿和园艺有限公司,上海必胜客有限公司虹桥路二店,55.0
上海力德尔食品有限公司,B1-1104民办华育中学 $1901②,2.0
武汉良中行供应链管理有限公司,上海市徐汇区欣建副食品经营部,1.0
上海旭洋绿色食品有限公司,迪亚天天 吉浦店,17.0
上海花冠营养乳品有限公司,重庆市大足圆梦宝贝,5.0
上海阳洋豆业食品有限公司,永年路14号--吴,25.0
益海嘉里食品营销有限公司,上海必胜客有限公司浦电路店,2.0
中粮国际（北京）有限公司上海分公司,上海肯德基有限公司祖冲之餐厅,10.0
领先食品（上海）发展有限公司,味之鲜-青岛深发源,28.0
上海清美绿色食品有限公司,百联世博店加盟（缇莫商贸）预付,1.0
上海大牧汗食品股份有限公司,南通五方仓库013,6.0
益海嘉里食品营销有限公司,内蒙古小肥羊餐饮连锁有限公司上海东方路餐厅,4.0
上海冯达豆类食品有限公司,七宝丁,36.0
上海万有全豆制品有限公司,龙山菜场,30.0
上海清美绿色食品有限公司,西康店（家得利）,20.0
上海汉康豆类食品有限公司,11.联华岭南店,26.0
浙江耕盛堂生态农业有限公司,上海双汇大昌有限公司上海分公司,3.0
上海清美绿色食品有限公司,崇明三星(华联供销),8.0
上海市普陀区森绿食品店,上海元旺餐饮有限公司,27.0
诚健国际贸易有限公司,上海常兴食府,31.0
上海市杨浦区中亮食品经营部,上海市第五十二中学（食堂）,235.0
安吉祖名豆制食品有限公司,松江物美,174.0
上海力德尔食品有限公司,沙霞幼儿园北部-学生,4.0
上海双汇大昌有限公司上海分公司,铜官山区新长城商贸经营部,4.0
上海汉康豆类食品有限公司,联华西渡店,5.0
上海宝食,上海景煜快餐管理有限公司,1.0
上海清美绿色食品有限公司,桃浦196(伍缘折扣超市),9.0
上海意华食品有限公司,华润万家广州佛山祖庙BLT店,1.0
汕头市文翰贸易有限公司,上海龙辉餐饮管理有限公司真北路店,14.0
上海剑宇果品有限公司,上海乐购物流有限公司闵行分公司,84.0
瞿秀霞蔬菜经营部,上海市青浦区华新镇莱香福饭店,68.0
上海翊诺电子商务有限公司,上海外高桥进口商品直销中心有限公司,15.0
中粮国际（北京）有限公司上海分公司,上海必胜客有限公司龙吴路店,6.0
协和万邦,上海浦众农贸市场经营管理有限公司,19.0
上海优壹电子商务有限公司,江山市爱婴房母婴用品商行,6.0
上海绿和园艺有限公司,上海必胜客有限公司金沙江餐厅,59.0
上海亚太国际蔬菜有限公司,上海肯德基有限公司龙之梦餐厅,25.0
上海爱森肉食品有限公司,上海第一食品连锁发展有限公司上海第一食品商店,21.0
上海避风塘食品有限公司,上海龙辉餐饮管理有限公司荣乐西路店,1.0
上海瑞姆贸易有限公司,上海龙辉餐饮管理有限公司淀山湖大道店,1.0
上海艺杏食品有限公司,大润发62号(浒关店),29.0
上海艺杏食品有限公司,天河居委,4.0
上海东区老大房食品有限公司,联华峨嵋,58.0
上海唐人神肉制品有限公司,餐饮健康医学院,1.0
上海百信米业,上海沃天贸易有限公司,1.0
上海市松江区洞泾镇翌海食品经营部,上海旺喜餐饮管理有限公司,18.0
上海市杨浦区中亮食品经营部,上海市理工大学附属初级中学,28.0
个体工商户(家禽）,上海传贤餐饮有限公司,7457.0
上海裕田农业科技有限公司,大润发华东物流中心（青花）,1.0
味可美（广州）食品有限公司,上海萨莉亚餐饮有限公司真光路二店,2.0
上海增鑫食品销售有限公司（程祖荣）,上海澳犇国际贸易有限公司,1.0
上海清美食品有限公司,上海新星农副产品市场经营管理有限公司,361.0
永吉精气神,上海绿地优鲜超市有限公司曹安路分公司,62.0
上海爱凡食品有限公司,杭州凯添食品有限公司,2.0
江苏海创农产品开发有限公司,上海肯德基有限公司南广场餐厅,17.0
上海好客农业科技发展有限公司,上海龙辉餐饮管理有限公司八佰伴店,881.0
上海旭洋绿色食品有限公司,仓源菜场,19.0
上海艺杏食品有限公司,江桥江安社区,3.0
中粮国际（北京）有限公司上海分公司,上海必胜客有限公司丽水餐厅,6.0
上海市闵行区荣孙肉制品经营部,上海好客农业科技发展有限公司,1.0
上海泉发食品有限公司,九亭市场,58.0
宝山区宝兰家禽店,宝钢集团宝山宾馆上海聚宝轩大酒店,3.0
上海阳洋豆业食品有限公司,罗山菜场12号,25.0
Z9ID-天谱乐食食品（上海）有限公司,上海联家超市有限公司古北店,16.0
上海锦翠食品有限公司,上海沪翠餐饮有限公司陆家嘴西路一店,177.0
上海适达餐饮管理有限公司冰淇淋加工厂,宝山万达,86.0
益海嘉里食品营销有限公司,上海必胜客有限公司金桥餐厅,7.0
上海市虹口区孙正德食品店,上海市黄浦区曹光彪小学（食堂）,430.0
上海汇船商贸发展有限公司,上海市民办外高桥中学,2.0
上海艺杏食品有限公司,同济大学（南苑快餐/小炒）,23.0
上海科建食品有限公司,上海七宝商城综合市场经营管理有限公司,7.0
上海冯达豆类食品有限公司,西南9#,30.0
上海启瑜贸易有限公司,上海天家餐饮管理有限公司国金中心店,16.0
上海清美绿色食品有限公司,田林加盟（预付）,8.0
上海万旗食品有限公司,昆山润华商业有限公司上海南汇分公司,7.0
中粮国际（北京）有限公司上海分公司,上海必胜客有限公司假日餐厅,4.0
上海华晨食品有限公司,上海威斯汀大酒店,82.0
上海龙上农副产品批发市场经营管理有限公司,骨头菜饭店,14.0
上海经泰油脂有限公司,布勒食品制造,1.0
上海力德尔食品有限公司,新高杨2号,56.0
上海良友海狮油脂实业有限公司,上海京家粮油有限公司,1.0
上海意华食品有限公司,家乐福北京方圆,1.0
上海台宝贸易有限公司,上海新欧尚超市有限公司嘉定店,2.0
上海市海联副食品有限公司第一分公司,上海市第一中学,7.0
上海意华食品有限公司,华润万家天津嘉里BLT,1.0
上海好客农业科技发展有限公司,上海泽福食用菌种植专业合作社,1.0
南京获思食品有限公司,上海欧尚超市有限公司,1.0
上海花冠营养乳品有限公司,信州区鸿程食品商行（原上饶信州区贝乐园育婴中心）,8.0
上海锐洲粮油有限公司,乐清柳市张阿法,5.0
北京荷美尔商业管理有限公司潍坊分公司,上海市闸北熠峰食品经营部,1.0
上海杰涵贸易有限公司,上海依涛食品有限公司,1.0
上海振新禽鸽养殖有限公司,浦江饭店,65.0
江苏宝应湖,农工商超市,9.0
上海东辉食品有限公司,沃尔玛顾村店,7.0
上海清美绿色食品有限公司,高兴194(伍缘折扣超市),8.0
上海阳光家卫食品,上海行广贸易有限公司,96.0
上海斯品贸易有限公司,上海环盛商业有限公司世纪大道分公司,5.0
上海梅林食品有限公司,上海普陀沪村副食品商场,1.0
欧本咖啡（北京）有限公司,上海辉哥海鲜火锅餐饮有限公司,5.0
武汉双汇食品有限公司,上海紫鸿食品有限公司,1.0
上海顶顺豪鲜食品有限公司,马兰拉面快餐连锁有限责任公司,2.0
中粮东海粮油工业（张家港）有限公司,上海必胜客有限公司天山西路店,1.0
和民餐饮（管理）上海有限公司吴江路店,上海庆彰食品有限公司,1.0
天津全顺食品有限公司,上海顶发食品有限公司,1.0
上海清美绿色食品有限公司,家森平价生鲜(加盟超市）,8.0
上海宏一食品有限公司,上海瑞姆贸易有限公司,1.0
浙江绍兴市北海桥,上海晶采轩餐饮管理有限公司静安分公司,1.0
上海清美绿色食品有限公司,南大223(伍缘折扣超市),10.0
上海佳伊食品有限公司,台州森康食品有限公司,5.0
上海亚太国际蔬菜有限公司,上海肯德基有限公司川沙餐厅,30.0
上海万有全豆制品有限公司奉贤分公司,上蔬永辉生鲜食品有限公司（周浦店）,31.0
上海洪场电子商务有限公司,上海龙辉餐饮管理有限公司大华店,5.0
河南华英冉冉食品有限公司,上海紫燕食品有限公司,8.0
上海力德尔食品有限公司,B2-1806民办新竹园中学5501②潍坊校区,5.0
上海万有全豆制品有限公司奉贤分公司,家得利石泉,31.0
上海京家粮油有限公司,上海曹杨铁路市场经营管理有限公司农贸分公司,1.0
上海艺杏食品有限公司,中航测控（交大后勤）,5.0
安阳市奇天生物技术有限公司,上海澳辰食品有限公司,1.0
上海艺杏食品有限公司,上海欧尚超市有限公司闵行店,9.0
伊特安食品（上海）有限公司第一分公司,上海山本餐饮有限公司,5.0
泰森华东食品发展有限公司,上海联家超市有限公司宜山店,213.0
安吉祖名豆制食品有限公司,易买得长江店,174.0
上海汉康豆类食品有限公司,24.联华南丹店,29.0
菲律宾都乐香蕉房,上海真北副食品经营管理有限公司,32.0
上海市奉贤区王林鲜肉经营部,上海启韵酒楼有限公司,12.0
上海欣晨豆业有限公司,三辰苑菜市场,29.0
上海良友海狮油脂实业有限公司,上海华启油脂有限公司,71.0
上海市宝山区振辉食品经营部,上海宝山鱼塘市场经营管理有限公司,1.0
上海冯达豆类食品有限公司,丰庄路555号B10,37.0
贵州金沙冠香坊调味食品有限公司,上海金文食品有限公司,1.0
大连兴业源农产品有限公司,上海新欧尚超市有限公司嘉定店,2.0
唯沬（上海）食品有限公司,上海外高桥进口商品直销中心有限公司,36.0
上海佳农果蔬有限公司,上海尔牟实业有限公司,54.0
交荣,箭牌糖类（上海）有限公司,123.0
