source,target
上海清美绿色食品有限公司,华高（联华）,32.0
上海津香食品有限公司,嘉兴市凯洁贸易有限公司,2.0
上海花冠营养乳品有限公司,bestrong贝智康旗舰店（天猫）,28.0
上海果品配送有限公司,上海联家超市有限公司南翔店,21.0
上海花冠营养乳品有限公司,阜阳市未来星商贸,6.0
上海清美绿色食品有限公司,前哨路加盟 预付1 潘鸿水,3.0
Z9DD-上海思迅商贸有限公司,上海联家超市有限公司荣乐路店,3.0
上海大昌行食品工业有限公司,华联超市   申隆,2.0
生产厂商1,上海唐汉风韵餐饮管理有限公司,1.0
上海梅龙镇食品有限公司,上海凯司令食品股份有限公司凯司令食品厂,4.0
贝因美（上海）现代商超营销有限公司,沃尔玛南浦大桥店,2.0
艾狄士食品（上海）有限公司,托马国际贸易公司,1.0
益海嘉里食品营销有限公司,上海肯德基有限公司昌平 餐厅,1.0
上海韩玉食品销售有限公司,沃尔玛华东百货有限公司上海浦东高科西路山姆会员商店,9.0
上海万有全豆制品有限公司奉贤分公司,袁维菊（浦东上钢集贸市场）,31.0
中粮国际（北京）有限公司上海分公司,上海肯德基有限公司蒙山餐厅,5.0
上海森蜂园蜂业有限公司,B南京汉中路金鹰店,32.0
南京雨润连锁经营管理有限公司,上海宝山鱼塘市场经营管理有限公司,14.0
上海花冠营养乳品有限公司,河津市城区爱婴世家母婴坊,4.0
上海万有全豆制品有限公司奉贤分公司,西渡小学（绿引）,9.0
连云港盛飞水产品销售有限公司,上海联家超市有限公司友谊南方商城店,12.0
上海清美绿色食品有限公司,航头吉麦隆加盟预付,16.0
上海泉发食品有限公司,杭州,14.0
上海越哲食品有限公司,深圳市五味康食品有限公司,2.0
朗道客(上海)贸易有限公司,上海外高桥进口商品直销中心有限公司,144.0
上海市梅林食品有限公司,上海龙辉餐饮管理有限公司正大广场店,3.0
上海老街西施豆腐坊,上海好客农业科技发展有限公司,1.0
上海猪状元食品销售有限公司,上海黄浦华联吉买盛购物中心有限公司,5.0
上海雨润食品有限公司,上海市宝山区共江集贸市场经营管理有限公司,18.0
中粮国际（北京）有限公司上海分公司,上海肯德基有限公司延吉餐厅,7.0
上海禾燕实业有限公司,上海禾谷实业有限公司,1.0
青岛日辰食品有限公司,上海龙辉餐饮管理有限公司百联又一城店,1.0
上海爱樱食品有限公司,上海好客农业科技发展有限公司,1.0
北海宏远水产食品有限公司,上海欧尚超市有限公司,4.0
嘉兴市嘉祺贸易有限公司,沃尔玛南浦大桥店,5.0
上海清美绿色食品有限公司,平凉LH店经销(平凉区域),1.0
上海越哲食品有限公司,秦皇岛宝园斋食品,20.0
上海紫燕食品有限公司,上海市宝山区王兵熟食店,2.0
上海爱幼贸易有限公司,上海市浦东新区云台幼儿园,7.0
安吉祖名豆制食品有限公司,打浦永辉,174.0
上海鸣俊农副产品配送有限公司,上海市浦东新区贝贝星幼儿园,4.0
上海艺杏食品有限公司,普陀区教育服务配送中心《桂巷分》幼儿园,2.0
荣成市好佳节好水产食品有限公司,上海展鲜食品销售有限公司,1.0
克山县福草兵粮食有限责任公司,上海欧源豆类食品有限公司,28.0
嘉宝丰日食品,上海日生食品物流有限公司,1.0
上海龙固商贸有限公司,上海国家会计学院,192.0
临朐鑫誉食品有限公司,广东八记食品股份有限公司,1.0
上海万有全豆制品有限公司奉贤分公司,上海绿引副食品配菜有限公司,25.0
上海花冠营养乳品有限公司,江阴市食品城发达食品批发部（江阴妈妈乖宝宝连锁）,9.0
上海汉康豆类食品有限公司,静配基建站,5.0
上海六和勤强食品有限公司,上海强丰果蔬种植专业合作社,20.0
上海市海联副食品有限公司第一分公司,上海市虹口区多伦同心小学,2.0
上海清美绿色食品有限公司,零陵57(伍缘折扣起市),25.0
上海清美绿色食品有限公司,方塔(联华),70.0
上海红丽食品厂,上海汉康豆类食品有限公司,106.0
上海清美绿色食品有限公司,上海真南农副产品综合市场经营管理有限公司,12.0
上海鸿澎食品有限公司,上海市华东模范中学,4.0
上海江杨农产品物流有限公司,上海腾飞建筑工程公司,8.0
Z15DD-上海思迅商贸有限公司,上海联家超市有限公司共江店,1.0
上海清美绿色食品有限公司,正阳260店（伍缘折扣店）,17.0
中粮国际（北京）有限公司上海分公司,上海必胜客有限公司常德餐厅,3.0
上海清美绿色食品有限公司,场中2店78(伍缘折扣超市),2.0
多美滋婴幼儿食品有限公司,常州嘉轩消费品物流中心有限公司,18.0
上海市梅林食品有限公司,上海金文食品有限公司,1.0
上海清美绿色食品有限公司,上海好鲜百货有限公司加盟预付,24.0
佛山德生星食品有限公司,上海依涛食品有限公司,1.0
上海南浦食品公司浦东分公司(食用油),上海联华超市发展有限公司-加盟店-系统,1.0
上海艺杏食品有限公司,晓阳集贸市场（李迪妹）散户,2.0
明康汇生态农业集团南陵有限公司,海亮明康汇物流有限公司,880.0
维利奥（上海）食品贸易有限公司,多美滋婴幼儿食品有限公司,6.0
广水市广水兴鹏家禽养殖专业合作社,上海悦盈餐饮管理有限公司青浦分公司,51.0
上海爱凡食品有限公司,无锡市蜀华副食品经营部,1.0
上海清美绿色食品有限公司,浦东金桥店（城市超市）,32.0
上海铜川水产市场经营管理有限公司,上海清涧农副产品市场经营管理有限公司,174.0
射阳县八大家米厂,上海江杨农产品物流有限公司,2.0
中粮国际（北京）有限公司上海分公司,上海肯德基有限公司漕东餐厅,3.0
上海市闵行区连斌蔬菜经营部,上海顺昕餐饮管理有限公司,563.0
上海清美绿色食品有限公司,上海阳普菜市场经营管理有限公司引翔港分公司,30.0
上海市祥虎粮食加工部,上海汉伯农业科技有限公司,2.0
上海花冠营养乳品有限公司,揭阳市爱力乳业有限公司,32.0
领先食品（上海）发展有限公司,味之鲜-上海佐理,20.0
南京金瑞食品有限公司,上海金文食品有限公司,1.0
上海亚太国际蔬菜有限公司,上海肯德基有限公司长江南路餐厅,31.0
青岛佰恩利国际贸易有限公司,上海顶发食品有限公司,15.0
上海增鑫食品销售有限公司（程祖荣）,上海龙辉餐饮管理有限公司世博大道店,5.0
纽迪希亚生命早期营养品管理(上海)VOLUME,上海欧尚超市有限公司,4.0
益海嘉里食品营销有限公司,上海必胜客有限公司林荫店,7.0
上海市南汇优质鸡联合发展养殖场,上海市黄浦区陆盛餐厅,18.0
上海农产品批发市场,上海联家超市有限公司联洋店,4.0
上海江杨农产品物流有限公司,尤井华,3.0
上海建友食品有限公司,上海朗富快餐盒饭有限公司,5.0
东莞九龙城食品有限公司,上海洪场电子商务有限公司,1.0
上海旭洋绿色食品有限公司,上海绿地优鲜超市有限公司宝山第一分公司,4.0
上海良友海狮油脂实业有限公司,上海美天副食品市场经营管理有限公司平塘分公司,25.0
上海益海商贸有限公司,上海嘉里食品工业有限公司,1.0
南通强盛农业科技发展有限公司,上海顶发食品有限公司,1.0
上海清美绿色食品有限公司,大贤农贸市场专卖加盟（预付）,22.0
上海旭洋绿色食品有限公司,荟森生鲜超市,10.0
上海力德尔食品有限公司,B2-1303宛平中学 $2303②,1.0
上海巨匠咖啡食品有限公司,上海逆袭贸易有限公司,4.0
上海大昌行食品工业有限公司,上海国际贵都大饭店有限公司,1.0
华润五丰米业(中国)有限公司,上海新欧尚超市有限公司蒙山北路店,17.0
上海汉康豆类食品有限公司,18.沃尔玛南浦大桥店,13.0
上海清美绿色食品有限公司,江湾22(华联吉卖盛),37.0
上海市嘉定区真新街道士荣粮食经营部,上海长风集贸市场经营管理有限公司,6.0
上海长宁豆制品厂有限公司,上海荣昶农副产品市场经营管理有限公司宜山分公司,29.0
上海阳洋豆业食品有限公司,顾东菜场3号,11.0
上海万旗食品有限公司,昆山润华商业有限公司上海松江分公司,2.0
上海花冠营养乳品有限公司,安阳市林州市河顺镇佰睿奶粉专卖,5.0
上海朴川贸易有限公司,上海龙辉餐饮管理有限公司真北路店,12.0
上海睿畅贸易有限公司奉贤分公司,潘群香（世纪联华顾村店）,4.0
河北华田食品有限公司,上海萨莉亚餐饮有限公司大渡河路店,1.0
领先食品（上海）发展有限公司,小南国（华北）,11.0
上海卓典工贸有限公司,上海萨莉亚餐饮有限公司大渡河路店,1.0
上海紫燕食品有限公司,上海市青浦区叶洪燕熟食店,6.0
上海朴信贸易有限公司,上海顶发食品有限公司,18.0
上海绿叶果品蔬菜经营部,上海九龙宾馆有限公司,203.0
益海嘉里食品营销有限公司,上海必胜客有限公司公园东路店,1.0
上海龙上农副产品批发市场经营管理有限公司,小芳廷店,6.0
雅培贸易(上海)有限公司,上海莲源物流有限公司望园路分公司,18.0
江苏海创农产品开发有限公司,上海肯德基有限公司虎城餐厅,33.0
艾狄士食品（上海）有限公司,上海凯文咖啡屋,2.0
上海旭洋绿色食品有限公司,鞍山菜场,15.0
黑龙江省北大荒米业集团有限公司,上海海底捞实业有限公司,1.0
上海宏雷米业有限公司,上海多乐企业管理有限公司,135.0
上海阳洋豆业食品有限公司,川沙—吴,30.0
8652-上海南浦食品公司浦东分公司,上海联家超市有限公司金桥店,1.0
上海旭洋绿色食品有限公司,联华铜川专卖,30.0
上海江大广风食品销售有限公司,上海椰椰食品有限公司,1.0
上海经泰油脂有限公司,竹筷子餐饮,5.0
文长今,上海仓新集贸市场经营管理有限公司,3.0
B428-南京利丰英和上海有限公司,上海联家超市有限公司友谊南方商城店,8.0
上海清美绿色食品有限公司,上海七宝商城综合市场经营管理有限公司,1393.0
上海市闵行区吴林副食品经营部,上海夏阳湖投资管理有限公司,20.0
上海清美绿色食品有限公司,许昌店经销(平凉区域),20.0
上海市松江区九亭镇怀磊食品店,上海翡翠餐饮有限公司,2.0
上海御华果品有限公司,上海联家超市有限公司七宝店,4.0
上海健尔餐饮管理有限公司,上海健尔餐饮管理有限公司,28.0
海亮生态农业高州有限公司,海亮明康汇物流有限公司,22.0
上海泉发食品有限公司,九亭市场,178.0
上海艺杏食品有限公司,大润发30号(吴江店),29.0
上海怀乾贸易有限公司,上海龙辉餐饮管理有限公司百联又一城店,202.0
上海熙瑞食品销售有限公司,上海朗富快餐盒饭有限公司,5.0
上海爱樱食品有限公司,上海龙辉餐饮管理有限公司张杨路店,10.0
上海华晨食品有限公司,北京新华空港航空食品有限公司,14.0
上海萱谊蔬菜销售有限公司,上海环盛商业有限公司黄浦大时代第四分公司,7.0
太仓新长宁豆制品有限公司,上海市第一中学,34.0
上海圣华副食品有限公司,上海天茂餐饮有限公司,93.0
昆山大仓,上海联家超市有限公司莘庄店,4.0
上海椰椰食品有限公司,宁波公主嫁到（沈建萍）,3.0
上海清美绿色食品有限公司,茶陵北路店（家乐福经销）,26.0
上海东区老大房食品有限公司,世纪联华嘉定城中店,3.0
安吉祖名豆制食品有限公司,锦绣乐购,174.0
泰国潘泰诺华星制造有限公司,上海樟鸿贸易有限公司,1.0
茁壮冷冻食品商行,上海浦众农贸市场经营管理有限公司,3.0
中粮国际（北京）有限公司上海分公司,上海必胜客有限公司凯旋餐厅,9.0
上海清美绿色食品有限公司,祖名豆制品加盟 预付,18.0
上海阳洋豆业食品有限公司,枣庄集贸市场王海军,1.0
上海艺杏食品有限公司,三角地市场密云分场4号(俞志国)（加盟）,31.0
上海鑫福昌工贸有限公司,上海莲源物流有限公司望园路分公司,1.0
上海力德尔食品有限公司,新高杨2号,60.0
梧州神冠蛋白肠衣有限公司,上海华晨食品有限公司,1.0
上海佳伊食品有限公司,上海莘莘餐饮管理有限公司,3.0
安吉祖名豆制食品有限公司,华漕大润发,180.0
上海都乐食品有限公司,上海嘉定乐购生活购物有限公司,14.0
华润五丰米业（中国）有限公司,上海莲源物流有限公司望园路分公司,11.0
上海万有全豆制品有限公司,家乐福（金桥店）,1.0
上海爱森肉食品有限公司,上海苏食肉品销售有限公司,1.0
上海清美绿色食品有限公司,祖冲之路（经销）,13.0
上海江杨农产品物流有限公司,上海金厦建筑材料有限公司,2.0
上海市松江区九亭镇树宏副食品经营部,上海漕虹湘鄂情餐饮管理有限公司,19.0
上海农产品中心批发市场,上海宜林农副产品市场经营管理有限公司,150.0
上海新闽融食品有限公司,锦江麦德龙现购自运有限公司,133.0
上海鲁涛农副食品有限公司,重庆巴逸餐饮文化有限公司上海分公司,5.0
上海清美绿色食品有限公司,金山朱泾店(乐购),41.0
上海艺杏食品有限公司,复中市场,52.0
上海市黄浦区增凤水产经营部,上海沪翠餐饮有限公司,1.0
五常盛禾米业有限公司,沃尔玛华东百货有限公司上海桃浦分店,3.0
上海宏一食品有限公司,上海瑞姆贸易有限公司,1.0
上海长生食品有限公司,大润发大宁店,1.0
上海市普陀区诚野农副产品经营部,上海龙辉餐饮管理有限公司世博大道店,3.0
上海江杨农产品物流有限公司,特种玻璃厂,11.0
上海紫燕食品有限公司,上海益星日用百货经营部,1.0
上海避风塘食品有限公司,上海龙辉餐饮管理有限公司宁国路店,4.0
上海力德尔食品有限公司,B1-0607a春申学校0904a①学生,1.0
上海清美绿色食品有限公司,海江6666(世纪联华),32.0
上海久控实业有限公司（水产）,上海松江绿地商业管理有限公司,1.0
万源水产食品有限公司,上海江杨水产品批发市场经营管理有限公司,2.0
上海惠婴乐贸易公司,上海黄浦华联吉买盛购物中心有限公司,2.0
佳农食品有限公司,上海新欧尚超市有限公司金都路店,28.0
上海汉康豆类食品有限公司,上海康缨农副产品市场以营管理有限公司,27.0
上海海丰米业有限公司,光明米业（集团）有限公司,1.0
江苏海创农产品开发有限公司,上海肯德基有限公司马陆弘基餐厅,31.0
上海汉康豆类食品有限公司,浦江服务社区,25.0
上海冯达豆类食品有限公司,丰庄路555号B10,38.0
艾狄士食品（上海）有限公司,惠州金海湾喜来登度假酒店,1.0
上海冯达豆类食品有限公司,(老干部)上海沀仪餐管理有限公司,4.0
中粮国际（北京）有限公司上海分公司,上海肯德基有限公司北广场 餐厅,4.0
上海艺杏食品有限公司,上海罗泾农贸市场经营管理有限公司,73.0
锦江麦德龙现购自运有限公司上海青浦商城,上海新香涌餐饮有限公司,4.0
大连优内特,北京中冷物流股份有限公司,16.0
上海东区老大房食品有限公司,世纪联华华漕店,1.0
上海清美绿色食品有限公司,上海环镇集贸市场经营管理有限公司,11.0
射阳县鑫源粮食加工厂,上海易买得超市有限公司曲阳店,5.0
上海阳洋豆业食品有限公司,新场市场88号,30.0
益海嘉里食品营销有限公司,上海肯德基有限公司柳州二餐厅,1.0
恒天然商贸（上海）有限公司,上海日生食品物流有限公司,1.0
上海汉康豆类食品有限公司,33.上海公安高等专科学校食堂,7.0
多美滋婴幼儿食品有限公司-奶粉,特易购乐购（中国）投资有限公司嘉善分公司,1.0
上海恩一食品有限公司,揭阳悦盛烘焙原料,5.0
上海泉发食品有限公司,航豫（上海）餐饮有限公司,1.0
上海旭洋绿色食品有限公司,联华香花专卖,28.0
上海新景西餐食品有限公司,蓝蛙俱乐部-成都店,3.0
上海强番实业有限公司,上海天平宾馆有限公司,8.0
益海嘉里食品营销有限公司,上海乡香米贸易有限公司,48.0
上海丰硕粮食种植专业合作社,福利院,2.0
上海绿和园艺有限公司,上海必胜客有限公司金海路店,44.0
上海清美绿色食品有限公司,顺义加盟专卖,32.0
太仓市新农源畜牧有限公司,上海七宝乐购购物中心有限公司,1.0
上海绿和园艺有限公司,上海必胜客有限公司西藏中路餐厅,56.0
小璐休闲食品经营部,上海浦众农贸市场经营管理有限公司,1.0
Z11DD-上海思迅商贸有限公司,上海联家超市有限公司共江店,3.0
上海美合蔬菜种植专业合作社,上海瑞凯伊德食品有限公司,81.0
上海怀乾贸易有限公司,上海辉哥海鲜火锅餐饮有限公司,234.0
上海力德尔食品有限公司,B1-1106a浦航第二中学0704a②学生,1.0
上海清美绿色食品有限公司,漕宝2店151(伍缘折扣超市),31.0
上海艺杏食品有限公司,东华大学松江二食堂-学校餐饮Q1H(H )-M,42.0
上海旭洋绿色食品有限公司,仓源菜场,23.0
上海三仙食品有限公司,上海金文食品有限公司,1.0
中粮国际（北京）有限公司上海分公司,上海肯德基有限公司真北餐厅,4.0
上海力德尔食品有限公司,B1-0608a闵行实验小学畹町校区0905a①学生,2.0
芜湖双汇食品有限公司,上海三门农贸市场经营管理有限公司,14.0
江苏海创农产品开发有限公司,上海肯德基有限公司洛川餐厅,10.0
中粮国际（北京）有限公司上海分公司,上海肯德基有限公司城中餐厅,9.0
北京泰美味国际贸易有限公司,上海龙辉餐饮管理有限公司莘庄龙之梦店,6.0
上海椰椰食品有限公司,申滋味（刘付和）,21.0
上海巨匠咖啡食品有限公司,海口市诚品商行,4.0
上海真兴食品销售有限公司,上海斗品膳食品有限公司,5.0
高邮市兴汉米厂,上海浦众农贸市场经营管理有限公司,1.0
南京利丰英和商贸有限公司,上海屈臣氏日用品有限公司浦东龙阳路分店,7.0
中粮国际（北京）有限公司上海分公司,上海肯德基有限公司罗店餐厅,8.0
上海艺杏食品有限公司,市东中学 H-学校餐饮,3.0
石家庄君乐宝太行乳业有限公司,上海北桥集贸市场经营管理有限公司,19.0
上海清美绿色食品有限公司,志丹店经销(永昌公司),22.0
中粮国际（北京）有限公司上海分公司,上海肯德基有限公司安信餐厅,5.0
上海市青浦区耿艳水产经营部,上海市青浦区海相缘饭店,44.0
上海置润副食品有限公司,上海北沙滩置业有限公司白金湾悦榕酒店,4.0
益海嘉里食品营销有限公司(买断),上海联华超市发展有限公司 - 系统,22.0
上海澳莉嘉食品有限公司宝山分公司,上海第一食品连锁店商店(中环店),149.0
上海麦恺晨贸易有限公司,上海华晨食品有限公司,1.0
吉林华正农牧业开发股份有限公司,上海紫鸿食品有限公司,108.0
上海澳菲利食品销售有限公司,东北四季,12.0
上海奉贤乐购生活购物有限公司,益海嘉里食品营销有限公司,5.0
益海嘉里食品营销有限公司,上海必胜客有限公司卫清西路餐厅,3.0
烟台阿克力食品有限公司,上海日生食品物流有限公司,1.0
上海力德尔食品有限公司,B2-1404a中国中学（高中） 2001a②,2.0
上海汉康豆类食品有限公司,世纪联华顾村店,27.0
苏州环云贸易有限公司,沃尔玛江桥店,24.0
益海嘉里食品营销有限公司,上海麦金地集团股份有限公司,6.0
上海清美绿色食品有限公司,上海申北副食品市场经营管理有限公司天潼路分公司,29.0
上海东辉食品有限公司,沃尔玛顾村店,12.0
多美滋婴幼儿食品有限公司,巢湖市明欣商贸有限公司,20.0
上海东区老大房食品有限公司,世纪联华三林店,2.0
上海汉康豆类食品有限公司,04.万镇,14.0
上海澳菲利食品销售有限公司,福禾思,3.0
上海虹口糕团食品厂,新市北路店,622.0
上海长生食品有限公司,大润发宝带店,2.0
上海好客农业科技发展有限公司,上海龙辉餐饮管理有限公司时代广场店,791.0
上海果品配送有限公司,上海联家超市有限公司青浦漕盈店,14.0
上海绿和园艺有限公司,上海必胜客有限公司凯旋餐厅,59.0
上海东区老大房食品有限公司,华联翔殷,26.0
上海双汇大昌有限公司上海分公司,南京凤宇食品贸易有限公司,1.0
上海粮油海狮油脂实业有限公司,上海良友海狮油脂实业有限公司,1.0
上海鑫光辉副食品有限公司,上海市浦东新区临沂一村幼儿园（博华部）,255.0
上海避风塘食品有限公司,上海龙辉餐饮管理有限公司张杨路店,8.0
上海花冠营养乳品有限公司,聊城市莘县泉之梦奶粉店（原莘县泉眼奶粉店）,9.0
安吉祖名豆制食品有限公司,上海吴泾物美,174.0
上海市徐汇区永路水产经营部,上海悦翠贸易有限公司叶翠酒家,11.0
上海万有全豆制品有限公司奉贤分公司,上蔬永辉（株洲店）,30.0
上海新粜农业发展有限公司,上海睿畅贸易有限公司奉贤分公司,2.0
青岛星华粮油食品有限公司,上海德丰食品工业有限公司,2.0
上海力德尔食品有限公司,B2-1806民办新竹园中学5501②潍坊校区,3.0
上海怀乾贸易有限公司,上海龙辉餐饮管理有限公司七莘路店,30.0
上海汉康豆类食品有限公司,38.真北菜场3号,14.0
上海东区老大房食品有限公司,吉买盛控江店,39.0
上海市杨浦区中亮食品经营部,上海市储能中学,15.0
上海增味食品有限公司,上海大川食品有限公司,27.0
上海万有全豆制品有限公司奉贤分公司,长逸店（大富贵）,3.0
上海美天副食品配送中心,上海市第一人民医院,154.0
上海文畅食品有限公司,上海龙辉餐饮管理有限公司七莘路店,4.0
上海德丰食品工业有限公司,浙江丽水金喜（李金平）,2.0
上海市普陀区梁建东水果店,上海蓝溪实业有限公司竞衡假日酒店,108.0
上海澳菲利食品销售有限公司,彭小明/上海兴彭贸易,27.0
上海双汇大昌有限公司上海分公司,桐城市双全食品经营部,9.0
福州恒盛食品有限公司,上海金文食品有限公司,1.0
中粮国际（北京）有限公司上海分公司,上海肯德基有限公司华徐餐厅,4.0
天津高乐高食品有限公司,上海普陀沪村副食品商场,1.0
艾狄士食品（上海）有限公司,福州世茂洲际酒店,1.0
上海东辉食品有限公司-美赞臣,上海金山乐购生活购物有限公司,3.0
苏州美林农林水产有限公司,欧本咖啡（北京）有限公司,1.0
广东庆天印务有限公司,上海悦采芳实业有限公司,12.0
中粮国际（北京）有限公司上海分公司,上海肯德基有限公司东江湾餐厅,1.0
上海艺杏食品有限公司,天河居委,6.0
上海清美绿色食品有限公司,崇明堡镇273(农工商),16.0
上海阳洋豆业食品有限公司,香南市场（男）,5.0
上海好友果品有限公司,上海闵行区鸿蠃饭店,2.0
纽迪希亚生命早期营养品管理(上海)有限公司-,特易购乐购（中国）投资有限公司嘉善分公司,1.0
上海清美绿色食品有限公司,成山店经销(昌里区域),34.0
上海斗品膳食品有限公司,福州市鼓楼区金耀牛排西餐厅,8.0
上海长生食品有限公司,大润发长江路店,1.0
上海花冠营养乳品有限公司,安徽亳州市谯城区宝之蓝母婴连锁（原亳州爱心金摇篮）,30.0
上海艺杏食品有限公司,常福市场18号(小吴),30.0
Z9ID-天谱乐食食品（上海）有限公司,上海联家超市有限公司联洋店,34.0
上海清美绿色食品有限公司,上海智翊商贸有限公司（浦东羽山店）加盟,2.0
上海斗品膳食品有限公司,陕西玖福餐饮管理有限公司,8.0
上海五森贸易有限公司,上海浦众农贸市场经营管理有限公司,1.0
上海豪瀚食品有限公司分公司,上海惠教副食品配送有限公司,9.0
4、上海艺杏食品有限公司,上海市宝钢新世纪学校,20.0
揭东县新亭镇老银腌制长,上海好客农业科技发展有限公司,1.0
上海清美绿色食品有限公司,中原102（欧尚封柜）,32.0
上海慎昌贸易有限公司,上海新易百货有限公司,16.0
江苏白玫糖业有限公司,上海依涛食品有限公司,1.0
舟山骏华水产有限公司,上海龙辉餐饮管理有限公司南方商城店,1.0
上海清美绿色食品有限公司,瑞虹专柜(易买得),31.0
益海嘉里食品营销有限公司,上海肯德基有限公司金科餐厅,2.0
益海嘉里食品营销有限公司,特易购商业（上海）有限公司上海沈浦,1.0
大红门,沃尔玛华东百货有限公司上海杨行分店,28.0
上海力德尔食品有限公司,B1-0903上外静安外国语中学2806①,2.0
上海万有全豆制品有限公司奉贤分公司,奉贤商业学校,6.0
上海万有全豆制品有限公司奉贤分公司,上蔬永辉嘉善店,30.0
上海艺杏食品有限公司,上海金鼎农贸市场经营管理有限公司,30.0
上海清美绿色食品有限公司,零陵2店480（伍缘）,30.0
上海清美绿色食品有限公司,大华(乐购),32.0
上海正顶记贸易有限公司,昆山润华商业有限公司广州黄埔分公司,150.0
上海艺杏食品有限公司,天馨市场14号(洪守平)（加盟）,30.0
上海都乐食品有限公司,沃尔玛华东百货有限公司上海桃浦分店,39.0
上海清美绿色食品有限公司,肖井丽好邻生活超市加盟,32.0
上海旭洋绿色食品有限公司,上海联家超市有限公司青浦公园店,29.0
中粮食品营销有限公司上海分公司,上海联家超市有限公司莘庄店,2.0
上海骏果实业有限公司,上海宝山罗店大润发商贸有限公司,56.0
益海嘉里食品营销有限公司,农工商超市,112.0
上海花冠营养乳品有限公司,重庆万州区瑞海乳制品经营部,4.0
纽迪希亚生命早期营养品管理（上海）有限公司,山西运昌商务有限公司,17.0
上海黄渡水果批发市场,上海甘泉集贸市场经营管理有限公司,60.0
上海艾米餐饮有限公司,上海盛丽光电科技有限公司,93.0
上海清美绿色食品有限公司,砖桥批发市场豆制品2号摊位加盟预付,32.0
上海清美绿色食品有限公司,崇明新民店(华联供销),16.0
上海强福食品有限公司,上海曹杨铁路市场经营管理有限公司农贸分公司,30.0
上海京呈农产品销售中心,上海国金利苑餐饮管理有限公司,21.0
纽迪希亚生命早期营养品管理(上海)有限公司,上海欧尚超市有限公司闵行店,3.0
上海清美绿色食品有限公司,兴塔73（农工商）,25.0
福州康怡贸易有限公司,康一（上海）贸易有限公司,10.0
浙江金华双汇食品有限公司（3),上海浦众农贸市场经营管理有限公司,23.0
高密市南洋食品,贝帝鲜（上海）食品有限公司,8.0
上海阿峰实业有限公司,上海九龙宾馆有限公司,116.0
上海椰椰食品有限公司,如皋帝豪（范存兵）,2.0
上海市铜川路水产市场,上海金鼎农贸市场经营管理有限公司,74.0
上海龙上农副产品批发市场经营管理有限公司,春喜小吃,9.0
上海蓝芝副食品有限公司,上海新亚富丽华餐饮股份有限公司砂锅饭店,1.0
上海汉康豆类食品有限公司,上海南石农副产品市场经营管理有限公司,16.0
8652-上海南浦食品公司浦东分公司,上海联家超市有限公司友谊南方商城店,16.0
上海鑫福昌工贸有限公司,上海家得利超市有限公司零陵路店,2.0
信美中和-亿丰城,上海浦众农贸市场经营管理有限公司,1.0
上海汉康豆类食品有限公司,06.世纪联华中环店,13.0
(汪国斌）上海市金山区斌俪食品商行,上海绩申酒店管理有限公司,2.0
上海欣晨豆业有限公司,上海市松江区叶榭镇小汤豆制品摊,31.0
上海爱凡食品有限公司,上海昕榕港餐饮有限公司,1.0
上海好胜贸易有限公司,上海龙辉餐饮管理有限公司百联又一城店,5.0
上海金文食品有限公司,上海龙辉餐饮管理有限公司世博大道店,40.0
上海康味实业有限公司第一分公司,台金兰（名人店）,26.0
安徽九鼎农业科技发展股份有限,上海七宝乐购购物中心有限公司,2.0
上海花冠营养乳品有限公司,忻州市心心雨婴童专卖店,10.0
上海避风塘食品有限公司,上海龙辉餐饮管理有限公司真北路店,7.0
江苏太仓市食品有限公司,上海月春集贸市场经营管理有限公司,1.0
上海阳洋豆业食品有限公司,国定市场（张小宝）,12.0
上海阳洋豆业食品有限公司,华池路市场-小云,30.0
上海爱凡食品有限公司,金柏调料商行,11.0
中粮肉食（山东）有限公司,内蒙古小肥羊餐饮连锁有限公司上海同心路分公司,2.0
上海米秋实业发展有限公司,上海欧尚超市有限公司闵行店,2.0
上海金锣哲远食品有限公司,上海高跃农贸市场经营管理有限公司,30.0
上海清美绿色食品有限公司,蔬果e家生鲜超市加盟 预付1 李志文,7.0
上海市东方国际水产中心市场经营管理有限公司,上海市青浦区嵩华小学,8.0
晓龙食品,上海浦众农贸市场经营管理有限公司,1.0
广州康赢食品有限公司,上海金文食品有限公司,1.0
上海铭梅食品贸易有限公司,上海紫燕食品有限公司,2.0
V683-上海天成企业发展有限公司,上海联家超市有限公司共江店,6.0
传友蔬菜,上海逸谷会餐饮有限公司,90.0
仁和聚,上海浦众农贸市场经营管理有限公司,3.0
上海上实现代农业开发有限公司,上海上实物业管理,1.0
上海清美绿色食品有限公司,联华超市丰海路店（众客企业）加盟,19.0
山东龙大肉食品股份有限公司,上海荷美尔食品有限公司,27.0
上海旭洋绿色食品有限公司,联华新闸专卖,27.0
上海清美绿色食品有限公司,博兴104(农工商),23.0
上海怀乾贸易有限公司,上海龙辉餐饮管理有限公司大华店,186.0
绿都集团股份有限公司,上海七宝乐购购物中心有限公司,1.0
上海市豆制品行业协会理事单位（上海冯达豆类食品有限公司）,上海金山龙洁食品商行,8.0
辽宁辽丰禽业有限公司,上海光茂食品有限公司第一分公司,1.0
上海斗品膳食品有限公司,宁波市北仑区新碶红屋牛排馆,11.0
上海花冠营养乳品有限公司,洛阳汝阳好娃娃生活馆,10.0
光明米业（集团）有限公司,乐购锦绣店,1.0
上海冯达豆类食品有限公司,西南5#,1.0
天谱乐食食品（上海）有限公司,上海联家超市有限公司金桥店,48.0
