source,target
七宝农贸市场,上海市房地产学校,90.0
广东八记食品有限公司,上海龙辉餐饮管理有限公司世博大道店,26.0
YT6J-上海米秋实业,上海联家超市有限公司武宁店,3.0
上海艺杏食品有限公司,上海电视大学(阜新校区)-学校餐饮（H ）-M,21.0
亚洲海产湛江有限公司,上海怀乾贸易有限公司,1.0
上海力德尔食品有限公司,B2-1903a航头学校（分校）5002a②学生,2.0
上海清美绿色食品有限公司,上海蓝田农贸市场经营管理有限公司,29.0
上海都乐食品有限公司,上海新欧尚超市有限公司金都路店,58.0
广东省佛山市《高明》调味食品有限公司,上海晶采轩餐饮管理有限公司静安分公司,1.0
上海艺杏食品有限公司,海鹰小区,5.0
上海良友海狮油脂实业有限公司,上海易买得超市有限公司曲阳店,6.0
上海汉康豆类食品有限公司,桂东菜市场,6.0
河南双汇投资发展股份有限公司,上海老磨坊食品有限公司,10.0
上海紫燕食品有限公司,上海市杨浦区杨周熟食店,5.0
上海祥森米业有限公司,上海欧尚超市有限公司闵行店,2.0
上海里旺贸易有限公司,上海龙辉餐饮管理有限公司东郊百联店,2.0
上海崇明生态农业发展有限公司,上海阳普菜市场经营管理有限公司长岭路分公司,30.0
中粮国际（北京）有限公司上海分公司,上海肯德基有限公司虹桥高铁餐厅,21.0
上海亚太国际蔬菜有限公司,上海肯德基有限公司鼎城餐厅,31.0
上海市上海农场粮棉加工厂,农工商超市,1.0
上海新景西餐食品有限公司,上海瀚美餐饮管理有限公司-高乐雅,8.0
上海鑫福昌工贸有限公司,上海家得利超市有限公司莲园店,1.0
上海市崇明县黄仁农副产品经营部,上海辉哥海鲜火锅餐饮有限公司,17.0
上海东区老大房食品有限公司,联华武警学院,6.0
上海艺杏食品有限公司,环北市场(陈晓辉)（加盟）,14.0
艾狄士食品（上海）有限公司,上海施袒德餐饮管理有限公司,2.0
上海大牧汗食品股份有限公司,浙江统冠仓库,13.0
上海清美绿色食品有限公司,上海好芳邻百货商业有限公司,23.0
上海大志食品有限公司,上海顶顺豪鲜食品有限公司,6.0
江苏省农垦米业集团淮海有限公司,上海新欧尚超市有限公司外高桥店,4.0
上海鑫光辉副食品有限公司,上海市浦东新区临沂一村幼儿园（博华部）,255.0
上海新景西餐食品有限公司,温州聚乐园,13.0
内蒙古小肥羊肉业有限公司,上海惠金小肥羊餐饮有限公司,10.0
宇满鑫食品批发,上海浦众农贸市场经营管理有限公司,1.0
东方国际水产中心(水产市场店),上海兆基农贸市场经营管理有限公司,25.0
上海艺杏食品有限公司,宝钢电炉,8.0
上海绿和园艺有限公司,上海必胜客有限公司芳甸路二店,63.0
向进绿色食品,上海翼家菜市场经营管理有限公司,30.0
上海崇本堂农业科技有限公司,上海华润万家超市有限公司悦达店,5.0
上海津香食品有限公司,孝感市大禹亚冠食品有限责任公司,1.0
上海圣华副食品有限公司,上海联家超市有限公司真北店,3.0
ZQMY-泰兴振华油脂有限公司,上海联家超市有限公司新里城店,2.0
上海三和禽业,上海浦众农贸市场经营管理有限公司,11.0
杭州小农网络科技有限公司(宋小菜),上海虹腾农副产品市场经营管理有限公司,12.0
多美滋婴幼儿食品有限公司,上海联家超市有限公司宜山店,3.0
上海陇南肉类批发,上海玉峰食品有限公司,1.0
嘉兴铃吉食品有限公司,上海萨莉亚餐饮有限公司真北路店,6.0
雀巢（中国）有限公司酿造,上海金文食品有限公司,1.0
上海冯达豆类食品有限公司,（航二）上海沀仪餐管理有限公司,4.0
上海力德尔食品有限公司,B2-1504a江苏路第五小学华阳校区3205a②学生,1.0
上海花冠营养乳品有限公司,黄石大冶康宝宝孕婴馆,9.0
治刚农产品经营部,上海韶梦餐饮有限公司,16.0
上海市虹口区鑫新食品商店,上海市邮政速递物流有限公司（食堂）,40.0
大连兴业源农产品有限公司,沃尔玛高行店,11.0
上海双汇大昌有限公司上海分公司,顺通副食批发部,7.0
山东鲁花集团商贸有限公司上海分公司,上海通河永辉超市有限公司,1.0
广东八记食品有限公司（阿文）,上海龙辉餐饮管理有限公司大华店,20.0
上海汉康豆类食品有限公司,19.三合一,28.0
上海紫燕食品有限公司,上海市浦东新区北蔡镇星远熟食店,7.0
祯祥食品有限公司,上海必胜客有限公司南翔真南路店,12.0
上海市虹口区呈刚食品店,上海市商业会计学校（食堂）,10.0
上海宸心贸易有限公司,上海环盛商业有限公司黄浦大时代第四分公司,8.0
云南东恒经贸集团食品有限公司,上海萨莉亚餐饮有限公司大渡河路店,4.0
嘉吉动物蛋白（安徽）有限公司,上海七宝乐购购物中心有限公司,3.0
上海丰渔农业发展有限公司,上海嘉定乐购生活购物有限公司,2.0
雪怡食品经营部经营部,上海浦众农贸市场经营管理有限公司,3.0
上海艺杏食品有限公司,罗经市场(徐珍),28.0
上海英祥食品有限公司分公司,宝山职校06,3.0
上海工业对外贸易公司,杭州宜家家居有限公司,184.0
上海宏辉食品有限公司,上海嘉定乐购生活购物有限公司,16.0
上海京鹏食品原料供应有限公司,上海易初莲花连锁超市有限公司正大广场店,90.0
上海诚味食品有限公司,上海辉哥海鲜火锅餐饮有限公司桃江路店,1.0
上海汉康豆类食品有限公司,上海联家超市有限公司川沙店,1.0
上海大昌行食品工业有限公司,联华 潼港,4.0
上海旭洋绿色食品有限公司,家乐福武宁专卖,26.0
上海汉康豆类食品有限公司,上海嘉定嘉保集贸市场经营管理有限公司,28.0
上海紫燕食品有限公司,上海市长宁区张开平熟食店,7.0
上海绿和园艺有限公司,上海必胜客有限公司张江餐厅,42.0
上海诚味食品有限公司,上海龙辉餐饮管理有限公司五角场店,67.0
中粮国际（北京）有限公司上海分公司,上海肯德基有限公司沪太餐厅,5.0
上海海丰米业有限公司,农工商超市,2.0
上海麦金地集团股份有限公司,上海谷野食品有限公司,99.0
小李肉类经营部,上海常兴食府,58.0
上海澳莉嘉食品有限公司宝山分公司,王子百货（总店）,67.0
上海天成企业发展有限公司,上海莲源物流有限公司望园路分公司,26.0
上海世福食品有限公司第一分公司,凤城,10.0
光明米业(集团)有限公司(买断3),上海联华超市发展有限公司-加盟店-系统,168.0
上海艺杏食品有限公司,正育市场（刘光林）【专卖】,29.0
上海市普陀区泽明水产行,上海屹台邻锦尊餐饮管理有限公司,133.0
上海爱樱食品有限公司,上海龙辉餐饮管理有限公司大宁国际广场店,17.0
广东八记食品股份有限公司,上海龙辉餐饮管理有限公司周浦万达店,24.0
上海市闵行区荣孙肉制品经营部,上海龙辉餐饮管理有限公司淀山湖大道店,59.0
上海双汇大昌有限公司上海分公司,沈阳分拨库,5.0
江苏松发米业有限公司,上海市青浦区嵩华小学,2.0
上海艺杏食品有限公司,芷江市场（黄福元）,21.0
上海天容肉制品集团有限公司,盛岸大润发,3.0
上海力德尔食品有限公司,红石路幼儿园分部,4.0
上海紫燕食品有限公司,上海市宝山区王兵熟食店,3.0
上海爱幼贸易有限公司,上海市浦东新区云台幼儿园,47.0
益海嘉里食品营销有限公司,上海真北副食品经营管理有限公司,1.0
佳格投资（中国）有限公司,沃尔玛南浦大桥店,13.0
上海花冠营养乳品有限公司,成都市婴之道商贸有限公司（原金花婴姿坊）,22.0
莱阳俊杰,锦江麦德龙现购自运有限公司金山商场,6.0
上海爱樱食品有限公司,上海龙辉餐饮管理有限公司东郊百联店,8.0
克山县福草兵粮食有限责任公司,上海欧源豆类食品有限公司,28.0
上海鑫照实业有限公司,上海普圆食品有限公司,3.0
中粮国际（北京）有限公司上海分公司,上海肯德基有限公司妙境餐厅,8.0
金文食品,上海鹭鹭中环餐饮管理有限公司,72.0
安吉祖名豆制食品有限公司,真北乐购,122.0
上海市普陀区王恒珠蔬菜店,上海新古浪餐饮有限公司,1551.0
上海阳洋豆业食品有限公司,城达市场（新康园专卖店）,28.0
上海申皖果蔬有限公司,上海西郊国际农产品交易有限公司,1.0
上海银苑酒店有限公司,周浦镇新都蔬菜经营部,35825.0
上海汉康豆类食品有限公司,30.家乐福张江店,13.0
贝因美（上海）现代商超营销有限公司,上海易买得超市有限公司牡丹江店,14.0
上海景瑞农业科技发展有限公司,上海家得利超市有限公司闵行店,50.0
上海汉康豆类食品有限公司,一钢餐饮公司（开发）(索迪斯),8.0
上海紫燕食品有限公司,上海市嘉定区新成路街道小微熟食店,6.0
五常市绿洲米业有限公司,上海杰升食品厂,16.0
重庆恒都食品开发有限公司,蜀蕴（上海）供应链管理有限公司,1.0
上海清美绿色食品有限公司,上海真南农副产品综合市场经营管理有限公司,56.0
上海展富食品有限公司,（长乐店）上海新旺餐饮管理有限公司长乐店,276.0
上海蓝芝副食品有限公司,上海新亚富丽华餐饮股份有限公司沧浪亭配送部,2.0
益海嘉里食品营销有限公司,上海奉贤乐购生活购物有限公司,7.0
益海嘉里食品营销有限公司,上海肯德基有限公司东安路站餐厅,1.0
上海亚太国际蔬菜有限公司,上海必胜客有限公司曹安路二店,60.0
上海艺杏食品有限公司,东安市场20号(王道友)（加盟）,10.0
上海市杨浦区中亮食品经营部,上海市虹口区中州路第一小学（食堂）,17.0
天津义聚永酒业酿造有限公司,上海金文食品有限公司,1.0
上海顶盛食品工业有限公司,上海汉康豆类食品有限公司,1.0
上海双汇大昌有限公司上海分公司,邳州兴惠商店,1.0
上海西郊国际农产品交易中心,上海阳普菜市场经营管理有限公司河间路分公司,47.0
山东美佳集团有限公司,上海峰二食品有限公司,1.0
上海紫燕食品有限公司,上海市杨浦区郭晓琼熟食店,1.0
华联超市,上海青浦区海燕民办幼儿园,6.0
上海市江杨农产品批发市场,上海七宝商城综合市场经营管理有限公司,17.0
内蒙古伊利实业集团股份有限公司上海分公司,上海联华超市发展有限公司宛平南路店,2.0
中粮国际（北京）有限公司上海分公司,上海肯德基有限公司新美罗餐厅,5.0
上海艺杏食品有限公司,科技学院（石湖校区二食堂）,3.0
上海宸心贸易有限公司,上海环盛商业有限公司徐汇环贸广场第三分公司,45.0
上海逸阳肉类经营部,上海市宝山区顾村中心校,45.0
艾狄士食品（上海）有限公司,上海大河餐饮有限公司,1.0
上海清美绿色食品有限公司,上海天馨集贸市场经营管理有限公司,131.0
上海阳洋豆业食品有限公司,川沙108号,29.0
瑞翔食品商行,上海浦众农贸市场经营管理有限公司,12.0
上海宏辉食品有限公司（自采）,上海永辉超市有限公司龙皓路分公司,37.0
南通环球塑料工程有限公司,上海新景西餐食品有限公司,2.0
上海金像食品有限公司,上海华晨食品有限公司,2.0
内蒙古东方万旗肉牛产业有限公司,内蒙古小肥羊餐饮连锁有限公司上海同心路分公司,4.0
上海华晨食品有限公司,上海航空食品有限公司,48.0
上海万有全豆制品有限公司奉贤分公司,施贵宝（索迪斯）,7.0
上海诚味食品有限公司,上海龙辉餐饮管理有限公司真北路店,53.0
益海嘉里食品营销有限公司,华联凉城,1.0
上海涵晟商贸有限公司,上海东航美心食品有限公司,1.0
祥云,上海月浦蔬菜交易市场经营管理有限公司,60.0
北京泰美味国际贸易有限公司,上海龙辉餐饮管理有限公司时代广场店,2.0
上海旭洋绿色食品有限公司,上海远骥进出口有限公司,3.0
上海冯达豆类食品有限公司,龙柏266#,17.0
上海苏食肉品销售有限公司,0046大宁大润发专柜,29.0
益海嘉里食品营销有限公司,上海必胜客有限公司祥和名邸餐厅,3.0
上海芳园副食品配送有限公司,上海浦东新区民办大华锦绣爱绿幼儿园（食堂）,1.0
上海双汇大昌有限公司上海分公司,云龙区凤云干货店,1.0
上海欧源豆类食品有限公司,马陆批发市场12,28.0
上海双汇大昌有限公司上海分公司,德城区瑞丰副食批发部,7.0
杨敬,上海绩申酒店管理有限公司,9.0
上海市嘉定区江桥镇邵涛肉类经营部,上海豪瀚食品有限公司分公司,1.0
安徽名山有机农业科技开发有限公司,上海环盛商业有限公司黄浦大时代第四分公司,52.0
上海市锦奇食品有限公司,上海市同济初级中学,24.0
上海意华食品有限公司,华润万家上海遵义路OLE店,1.0
南通莱华食品有限公司,上海日生食品物流有限公司,1.0
上海艺杏食品有限公司,晓阳集贸市场（李迪妹）散户,13.0
上海汉康豆类食品有限公司,22世纪联华宜川店,29.0
上海亚太国际蔬菜有限公司,上海肯德基有限公司新八佰伴餐厅,25.0
纽迪希亚生命早期营养品管理(上海)有限公司,上海新欧尚超市有限公司金科路店,3.0
上海汉康豆类食品有限公司,联华龙州店,18.0
上海双汇大昌有限公司上海分公司,阜阳市周辉商贸有限公司,20.0
上海旭洋绿色食品有限公司,麦德龙超市  青浦,11.0
上海娟峰贸易有限公司,上海老城隍庙食品有限公司,1.0
常熟市宏新淀粉有限公司,上海七宝商城综合市场经营管理有限公司,4.0
上海良龙粮油发展有限公司,上海伟勇食品,2.0
上海长念餐饮管理有限公司,上海市人民路1018号上海万有全大境菜市场156号摊位,83.0
上海乐购物流有限公司闵行分公司,上海宝山乐购生活购物有限公司,95.0
中粮国际（北京）有限公司上海分公司,上海肯德基有限公司由由餐厅,1.0
上海松林肉食品有限公司,上海强丰果蔬种植专业合作社,598.0
甄味（上海）食品有限公司,上海龙辉餐饮管理有限公司时代广场店,1.0
江苏雨润肉食品有限公司,上海乓乓响农副产品配送有限公司,1.0
中粮国际（北京）有限公司上海分公司,上海肯德基有限公司新北新泾餐厅,19.0
上海花冠营养乳品有限公司,滁州市凤阳金摇篮,10.0
上海亚太国际蔬菜有限公司,上海必胜客有限公司虹口龙之梦店,1.0
上海真新粮食交易市场,上海南石农副产品市场经营管理有限公司,143.0
中粮国际（北京）有限公司上海分公司,上海肯德基有限公司曹杨餐厅,9.0
上海忠琛食品有限公司,上海顶发食品有限公司,108.0
上海市普陀区诚野农副产品经营部,上海龙辉餐饮管理有限公司百联又一城店,9.0
上海万有全豆制品有限公司奉贤分公司,金水苑幼儿园（绿引）,1.0
上海亚太国际蔬菜有限公司,上海肯德基有限公司汉口餐厅,28.0
个体工商户（水产）,上海传贤餐饮有限公司,4947.0
上海肯德基有限公司中华餐厅,上海亚太国际蔬菜有限公司,25.0
青岛金林达果蔬种植有限责任公司,上海欧尚超市有限公司闵行店,5.0
上海威铭食品有限公司,上海市闸北区熠峰食品经营部（郑华明）,1.0
上海康味实业有限公司第一分公司,台金兰（滨江百联店）,75.0
益海嘉里食品营销有限公司,上海必胜客有限公司吴宝路店,3.0
兴化市金陵米业有限公司,上海谷欣食品有限公司,1.0
华敏龙食品经营部,上海浦众农贸市场经营管理有限公司,5.0
上海欧源豆类食品有限公司,胜新路,28.0
如东县马塘粮食储备库,上海绿捷实业发展有限公司,3.0
上海佳伊食品有限公司,缘源餐饮,20.0
上海佳伊食品有限公司,南京,13.0
上海众立食品有限公司,钦州路,5.0
多美滋婴幼儿食品有限公司,合肥金燕食品有限责任公司,2.0
益海嘉里食品营销有限公司,上海必胜客有限公司国盛中心店,4.0
焦作大用实业有限公司,上海市李惠利中学,3.0
上海天容肉制品集团有限公司,南京3店欧尚,5.0
上海市静安区第六粮油食品商店有限公司,上海市邮政速递物流有限公司（食堂）,30.0
上海紫燕食品有限公司,上海市青浦区朱旭燕熟食店,3.0
上海裕田农业科技有限公司,易买得牡丹江店,2.0
上海亚太国际蔬菜有限公司,上海肯德基有限公司新源餐厅,29.0
桃屋珠江食品有限公司,上海日生食品物流有限公司,1.0
上海亚太国际蔬菜有限公司,上海肯德基有限公司保乐 餐厅,35.0
上海谷兹国际贸易有限公司,上海外高桥进口商品直销中心有限公司,210.0
上海普陀区永强粮食经营部,上海桂巷集贸市场经营管理有限公司,18.0
佛山市海天（高明）调味食品有限公司,锦江麦德龙现购自运有限公司,1.0
上海东辉食品有限公司,上海奉贤乐购生活购物有限公司,9.0
苏州群力星膨润土有限公司,上海良友海狮油脂实业有限公司,20.0
金虹翔食品,上海浦众农贸市场经营管理有限公司,1.0
上海爱森肉食品有限公司,上海华润万家超市有限公司悦达店,18.0
上海冯达豆类食品有限公司,石龙金,27.0
上海旭洋绿色食品有限公司,龙柏菜场,10.0
上海亚太国际蔬菜有限公司,上海必胜客有限公司浦电路店,41.0
上海康力食品有限公司,上海澳莉嘉食品有限公司宝山分公司,1.0
上海李泊霖果蔬专业合作社,上海青浦区蟠龙民办幼儿园,48.0
上海市宝山区燕青肉类经营部,上海市甘泉外国语中学,56.0
上海东辉食品有限公司,上海新易百货有限公司,4.0
上海汉康豆类食品有限公司,怡乐食田林飞利浦,14.0
嘉兴大佳意食品有限公司,上海龙辉餐饮管理有限公司南方商城店,2.0
上海顶淳食品有限公司,上海佳伊食品有限公司,1.0
联华超市股份有限公司A(16),上海浦东华联吉买盛购物中心有限公司,7.0
上海真新粮食交易市场经营管理有限公司,上海真南农副产品综合市场经营管理有限公司,26.0
康成投资（中国）有限公司,益海嘉里食品营销有限公司,41.0
上海裕田农业科技有限公司,大统华金坛西门店,1.0
上海汉康豆类食品有限公司,36.华东理工大学四食堂,11.0
上海五丰上食食品有限公司,上海农工商青浦超市有限公司,33.0
惠氏,沃尔玛松江店,9.0
益海嘉里食品营销有限公司,上海康仁乐购超市贸易有限公司,8.0
ZPV0-益海嘉里食品营销有限公司,上海联家超市有限公司青浦漕盈店,9.0
内蒙古美羊羊食品有限公司,上海璟欣餐饮管理有限公司,4.0
上海长生食品有限公司,大润发康桥店,4.0
上海双汇大昌有限公司上海分公司,上海世琛贸易有限公司,24.0
上海里旺贸易有限公司,上海龙辉餐饮管理有限公司月星广场店,1.0
上海徐顺粮油制品有限公司,杨波（经销商）,1.0
上海长生食品有限公司,大润发诸暨店,1.0
江苏海创农产品开发有限公司,上海肯德基有限公司吾盈餐厅,10.0
上海力德尔食品有限公司,B2-1706徐汇区上海小学2004②,2.0
上海双汇大昌有限公司上海分公司,贵阳分拨库,12.0
上海金富食品有限公司,上海大华二村集贸市场经营管理有限公司,261.0
甄味（上海）国际贸易有限公司,上海龙辉餐饮管理有限公司百联又一城店,70.0
上海长念餐饮管理有限公司,上海市长宁区龙秀食品店,24.0
上海飞欣贸易有限公司,昆山润华商业有限公司上海闸北分公司,2.0
山东群康清真食品有限公司,广东八记食品有限公司,1.0
上海百事可乐有限公司,利日餐饮管理（上海）有限公司黄赵路第一分店,16.0
中粮国际（北京）有限公司上海分公司,上海肯德基有限公司颛桥餐厅,9.0
益海嘉里食品营销有限公司,上海肯德基有限公司龙柏餐厅,2.0
上海申漕粮油经营部,上海文定农副产品市场经营管理有限公司,8.0
上海民维食品有限公司,昆山润华商业有限公司上海闸北分公司,3.0
山东荣兴食品有限公司,上海日生食品物流有限公司,1.0
上海力德尔食品有限公司,B1-0501a康城学校（总校）5101a①学生,2.0
上海欣倍食品贸易有限公司,上海市杨园中学,51.0
上海市荣孙肉制品经营部,上海龙辉餐饮管理有限公司虹口龙之梦店,50.0
江苏海创农产品开发有限公司,上海肯德基有限公司通州餐厅,26.0
上海耕乐堂农业专业合作社,上海新欧尚超市有限公司金都路店,6.0
安吉祖名豆制食品有限公司,特易购商业(浙江)有限公司上海中华新路店,32.0
上海清美绿色食品有限公司,上海七宝商城综合市场经营管理有限公司,1354.0
上海万有全豆制品有限公司奉贤分公司,联华超市灵山店,27.0
上海天成企业发展有限公司（干杂）,上海通河永辉超市有限公司,4.0
上海汉康豆类食品有限公司,上海美天副食品市场经营管理有限公司平塘分公司,26.0
上海健尔餐饮管理有限公司,上海健尔餐饮管理有限公司,11.0
上海长生食品有限公司,大润发任港店,1.0
上海缘成食品有限公司,上海凤石食品有限公司,18.0
上海西郊国际农产品交易中心,上海阳普菜市场经营管理有限公司阜新路分公司 ,14.0
青岛何氏牛业有限公司,上海联家超市有限公司柳州店,5.0
昆山大仓,上海联家超市有限公司莘庄店,8.0
上海蜀蕴供应链有限公司,上海新白鹿餐饮有限公司第一分公司,209.0
潍坊英轩实业有限公司,上海澳辰食品有限公司,1.0
上海力德尔食品有限公司,康定52号,28.0
上海亚太国际蔬菜有限公司,上海必胜客有限公司申长路店,7.0
上海万有全豆制品有限公司奉贤分公司,真德门市部,55.0
上海双汇大昌有限公司上海分公司,丽水市森泰副食品经营部,57.0
上海冯达豆类食品有限公司,张文峰欧润发,13.0
中粮国际（北京）有限公司上海分公司,上海加发餐饮管理有限公司曲阳路店,1.0
上海顶淳食品有限公司,上海瑞凯伊德食品有限公司,4.0
青浦凤溪新鲜菜店,上海青浦区行知民办小学,11.0
上海阳洋豆业食品有限公司,彭浦菜市场,4.0
上海增鑫食品销售有限公司（彭好美）,上海辉哥海鲜火锅餐饮有限公司虹桥店,112.0
上海八仙食品有限公司,常州依蒙食品有限公司,68.0
上海丰渔农业发展有限公司,上海联家超市有限公司大场店,2.0
上海力德尔食品有限公司,方泰小学-学生,5.0
上海新景西餐食品有限公司,无锡湖滨饭店,15.0
云南茂陇实业有限责任有限公司,北京玉中都科技开发中心,1.0
大洋粮油店,枫林菜市场,24.0
上海冯达豆类食品有限公司,紫藤市场,14.0
雨润,上海虹腾农副产品市场经营管理有限公司,1.0
广东八记食品股份有限公司,上海龙辉餐饮管理有限公司世博大道店,21.0
AT99-裴顿食品（安徽）有限公司,上海联家超市有限公司中山公园店,3.0
上海澳菲利食品销售有限公司,上海海底捞实业有限公司,23.0
多美滋婴幼儿食品有限公司,家乐福（上海）供应链管理有限公司昆山分公司,3.0
上海汉康豆类食品有限公司,16.张桥,29.0
上海艺杏食品有限公司,奉贤应用（一食堂二楼212—1）,19.0
上海力德尔食品有限公司,实幼早教-学生,4.0
上海烨康食品有限公司,上海北沙滩置业有限公司白金湾悦榕酒店,18.0
上海申漕粮油经营部,上海康缨农副产品市场以营管理有限公司,18.0
宁波市江东赞旺水产贸易有限公司,上海欧尚超市有限公司闵行店,8.0
上海旭洋绿色食品有限公司,龙源菜场,16.0
上海展鹏食品有限公司,上海市嘉定区徐行镇徐行镇雨昕陈虹熟食店,39.0
北京荷尔商业管理有限公司,上海金文食品有限公司,1.0
大润发青花大仓,益海嘉里食品营销有限公司,1.0
宁波宜家家居有限公司,上海工业对外贸易公司,11.0
上海汉康豆类食品有限公司,上海大昌集贸市场经营管理有限公司,20.0
上海西郊国际农产品交易中心有限公司,上海合阳综合市场经营管理部,37.0
上海洪场电子商务有限公司,上海龙辉餐饮管理有限公司宁国路店,21.0
益海嘉里食品营销有限公司,上海肯德基有限公司芷江餐厅,3.0
上海惠寿食品有限公司,颢鼎餐饮管理（上海）有限公司,220.0
上海清美绿色食品有限公司,上海锦江国际酒店发展股份有限公司长江饭店,53.0
上海紫燕食品有限公司,上海市闸北区夏勇熟食店,2.0
上海意华食品有限公司,家乐福北京创益家店,2.0
中粮国际（北京）有限公司上海分公司,上海肯德基有限公司长岛 餐厅,3.0
上海汉康豆类食品有限公司,19.古美,8.0
上海西郊国际农产品交易中心有限公司,上海甘泉集贸市场经营管理有限公司,174.0
上海汉康豆类食品有限公司,怡乐食浦东美校,4.0
上海圣华副食品有限公司,上海闵行区鸿蠃饭店,40.0
上海良友海狮油脂实业有限公司,上海家得利超市有限公司丽园路店,1.0
鼎昊食品（上海）有限公司,上海二十一世纪酒店有限公司,2.0
多美滋婴幼儿食品有限公司,南京禾森洋实业有限公司,4.0
弗派欣（上海）环保科技有限公司,上海外高桥进口商品直销中心有限公司,21.0
上海贵川贸易有限公司,内蒙古小肥羊餐饮连锁有限公司上海同心路分公司,72.0
上海汉康豆类食品有限公司,怡乐食海富幼儿园（虹桥路）,9.0
益海嘉里食品营销有限公司,上海必胜客有限公司嘉亭荟餐厅,9.0
上海亿欣食品销售有限公司,上海七宝商城综合市场经营管理有限公司,19.0
上海力德尔食品有限公司,高陵路,97.0
上海东辉食品有限公司,沃尔玛上海宝山一二八纪念路店,100.0
上海都乐食品有限公司,上海欧尚超市有限公司闵行店,15.0
澳大利亚新南威尔士州,上海澳犇国际贸易有限公司,1.0
上海飞莉食品有限公司,上海世福食品有限公司第一分公司,4.0
上海亚太国际蔬菜有限公司,上海肯德基有限公司龙翔路餐厅,30.0
上海市闵行区新哥肉制品经营部,上海龙辉餐饮管理有限公司东郊百联店,75.0
上海市普陀区政兴水产经营部,上海二十一世纪酒店有限公司,12.0
上海龙辉餐饮管理有限公司九六广场店,上海市食品进出口有限公司,5.0
上海清美绿色食品有限公司,上海联家超市有限公司联洋店,46.0
上海适达餐饮管理有限公司冰淇淋加工厂,金山蓝色海岸,17.0
上海艺杏食品有限公司,外二交大(浦东外高桥发电二厂)（H ）-M,2.0
上海东方食品有限公司,上海大学宝山,29.0
泰州市海陵区碧福食品有限公司,上海联家超市有限公司友谊南方商城店,36.0
上海万有全豆制品有限公司奉贤分公司,邵厂幼儿园（绿引）,4.0
上海展富食品有限公司,（杭大店）尚乐（杭州）餐饮管理有限公司杭州大厦店,69.0
上海市食品进出口有限公司,上海龙辉餐饮管理有限公司金山万达广场店,2.0
金华禾景天食品有限公司,上海聚仙贸易有限公司,1.0
上海万旗食品有限公司,上海环盛商业有限公司徐汇环贸广场第三分公司,45.0
上海依涛食品有限公司,上海龙辉餐饮管理有限公司七莘路店,22.0
苏州味知香食品有限公司,上海荣创集贸市场管理有限公司,2.0
上海市金山区军国秦副食品经营部,上海贵歌餐饮有限公司,136.0
多美滋婴幼儿食品有限公司,北京宅急送快运有限公司,4.0
辽阳县鑫华米业有限公司,上海真北副食品经营管理有限公司,5.0
南京鸿渔水产冻品,上海江杨水产品批发市场经营管理有限公司,1.0
上海群峰茶叶有限公司,上海豫园旅游商城股份有限公司湖心亭茶楼,1.0
上海洪场电子商务有限公司,上海辉哥海鲜火锅餐饮有限公司桃江路店,5.0
常州盟江食品有限公司,上海市昆明学校,5.0
上海艺杏食品有限公司,光华菜市场(吕秀玲)（散户）^,13.0
苏州环云贸易有限公司,沃尔玛华东百货有限公司上海杨行分店,5.0
上海欣倍食品贸易有限公司,上海市浦东新区明珠森兰小学,46.0
上海阳洋豆业食品有限公司,疑和路50号,29.0
上海东区老大房食品有限公司,联华羽山,52.0
上海刘门农艺科技有限公司,上海泥城大润发商贸有限公司,48.0
上海爱普食品科技有限公司,上海爱连信食品有限公司,3.0
圣元营养食品有限公司营销分公司,上海欧尚超市有限公司闵行店,1.0
上海花冠营养乳品有限公司,船山区永兴镇功夫龙孕婴用品经营店,6.0
上海圆麦食品有限公司,上海力宁食品有限公司,6.0
上海阳洋豆业食品有限公司,南外滩菜场22号--邹,1.0
上海杨巷农副产品配送有限公司,上海市宝山区杨泰三村幼儿园,16.0
上海旭洋绿色食品有限公司,联华北园专卖,10.0
上海自发渔业专业合作社,上海好菜集企业管理有限公司南翔店,90.0
太仓新长宁豆制品有限公司,上海市同济初级中学,48.0
益海嘉里食品营销有限公司,上海必胜客有限公司新都会餐厅,4.0
上海金文有限公司,上海微馨贸易有限公司,1.0
中粮国际（北京）有限公司上海分公司,上海必胜客有限公司张江餐厅,4.0
上海珍谷食品有限公司,上海龙辉餐饮管理有限公司七莘路店,5.0
开平广合腐乳有限公司,上海樟鸿贸易有限公司,1.0
长丰润丰经营部,上海浦众农贸市场经营管理有限公司,1.0
上海东区老大房食品有限公司,华联崇明新河店,7.0
ZVKL-中粮食品营销有限公司上海分公司,上海联家超市有限公司七宝店,8.0
漯河屠宰厂（鲜冻）,上海双汇大昌有限公司上海分公司,2.0
临邑六合食品有限公司,上海市昆明学校,30.0
上海经泰油脂有限公司,金发粮油,4.0
ZPV0-益海嘉里食品营销有限公司,上海联家超市有限公司武宁店,49.0
上海海联副食品有限公司第一分公司,上海市虹口区广中路小学（食堂）,126.0
上海麦金地集团股份有限公司,河南久居香调味品有限公司,8.0
江苏祥兴米业有限公司,上海阳洋豆业食品有限公司,1.0
上海欧源豆类食品有限公司,农贸市场,28.0
中粮国际（北京）有限公司上海分公司,上海肯德基有限公司博乐餐厅,5.0
上海市普陀区绍勇冷冻食品,上海宝山鱼塘市场经营管理有限公司,12.0
益海嘉里食品营销有限公司,上海必胜客有限公司真光餐厅,8.0
上海爱樱食品有限公司,上海龙辉餐饮管理有限公司荣乐西路店,1.0
