source,target
青浦区泰安幼儿园,同上,29.0
江苏海创农产品开发有限公司,上海肯德基有限公司大宁国际广场餐厅,34.0
上海艺杏食品有限公司,宝安坊社区,5.0
生产厂商1,锦江麦德龙现购自运有限公司,1.0
上海清美绿色食品有限公司,上海联家超市有限公司曹路店,22.0
上海果品配送有限公司,上海联家超市有限公司武宁店,3.0
上海里旺贸易有限公司,上海龙辉餐饮管理有限公司周浦万达店,7.0
上海亚太国际蔬菜有限公司,上海必胜客有限公司天山西路店,64.0
上海阳洋豆业食品有限公司,上海龙上农副产品批发-鲜勇先,9.0
河南龙大牧原肉食品有限公司,上海山林食品有限公司,1.0
上海澳莉嘉食品有限公司宝山分公司,三阳-全土商店,47.0
上海增鑫食品销售有限公司（彭好美）,上海牛羊肉公司,1.0
益海嘉里食品营销有限公司,上海肯德基有限公司巨峰餐厅,1.0
上海佳琳餐饮管理有限公司,上海市淞谊中学,226.0
上海爱樱食品有限公司,上海龙辉餐饮管理有限公司百联又一城店,26.0
上海爱森肉食品有限公司(肉课),上海联华超市发展有限公司 - 系统,8.0
上海左右食品有限公司,昆山润华商业有限公司上海闸北分公司,18.0
永吉精气神有机农业有限公司,上海环盛商业有限公司世纪大道分公司,153.0
上海姐妹调料商行,上海七宝商城综合市场经营管理有限公司,2.0
上海圣华副食品有限公司,上海美天副食品市场经营管理有限公司虹康分公司,1.0
上海市宝山区农家粮食经营部,上海大华二村集贸市场经营管理有限公司,155.0
上海慎昌贸易有限公司-安怡,上海龙华乐购生活购物有限公司,38.0
上海都乐食品有限公司,上海联家超市有限公司荣乐路店,4.0
上海欣勤餐饮有限公司,上海市浦东新区东方小学,1367.0
上海旭洋绿色食品有限公司,家得利新华专卖,32.0
上海凯驰商务发展有限公司,上海萨莉亚餐饮有限公司大渡河路店,3.0
上海欣玉食品有限公司,上海天馨集贸市场经营管理有限公司,12.0
上海嘉里粮油工业有限公司,沃尔玛华东百货有限公司上海桃浦分店,1.0
江苏澄星磷化工股份有限公司,上海嘉里粮油工业有限公司,1.0
永和水果批发,上海新泉农副产品市场管理有限公司新甘北生鲜市场管理分公司,6.0
上海艺杏食品有限公司,利峰快餐（李惠利中学） H,6.0
上海意华食品有限公司,家乐福（中国）控股有限公司北京方圆,2.0
上海万有全豆制品有限公司奉贤分公司,鲜德宝场中店(沪宝菜场）,22.0
上海承锦农副产品经营部,上海游香餐饮管理有限公司淮海中路店,405.0
上海诚味食品有限公司,上海龙辉餐饮管理有限公司东郊百联店,31.0
益海嘉里食品营销有限公司,上海必胜客有限公司剑川路店,3.0
领先食品（上海）发展有限公司,味之鲜-陕西锐翔,9.0
上海亚太国际蔬菜有限公司,上海必胜客有限公司武夷路店,62.0
中粮国际（北京）有限公司上海分公司,上海必胜客有限公司牡丹江路餐厅,5.0
上海景煜快餐管理有限公司,上海培佳双语学校,540.0
江苏海创农产品开发有限公司,上海肯德基有限公司沪东餐厅,32.0
上海山林食品有限公司,上海普陀沪村副食品商场,1.0
上海联家超市股份有限公司徐泾店,上海市青浦民办悦田幼儿园,268.0
上海天秀食品有限公司,上海青浦区蟠龙民办幼儿园,1.0
上海紫燕食品有限公司,上海市闵行区俊隽熟食店,3.0
上海力德尔食品有限公司,静华集贸市场,85.0
海安顺喜禽蛋销售部,上海市昆明学校,25.0
安徽华安食品有限公司,上海欣惠贸易有限公司,1.0
上海汉康豆类有限公司,上海龙珠集贸市场经营管理有限公司,57.0
上海苏沪粮油批发部,长桥菜市场,8.0
上海澳莉嘉食品有限公司宝山分公司,老香斋-一店南东旗舰店,181.0
上海冯达豆类食品有限公司,梅川市场（祖名）,25.0
上海爱樱食品有限公司,上海龙辉餐饮管理有限公司时代广场店,1.0
上海汉康豆类食品有限公司,17.吴泾镇菜场,28.0
上海玉峰食品有限公司（朱玉峰）,上海龙辉餐饮管理有限公司虹口龙之梦店,40.0
上海春梅副食品经营部,上海浦众农贸市场经营管理有限公司,2.0
南京利丰英和商贸有限公司上海分公司,上海欧尚超市有限公司闵行店,15.0
上海展富食品有限公司,上海新旺餐饮管理有限公司淮海路店,15.0
上海泉发食品有限公司,上海农信餐饮,6.0
雅培贸易（上海）有限公司,沃尔玛华东百货有限公司上海浦东高科西路山姆会员商店,4.0
上海牛羊肉公司,上海龙辉餐饮管理有限公司长泰广场店,25.0
上海意华食品有限公司,家乐福上海徐泾店,5.0
上海汉康豆类食品有限公司,元华东新店,29.0
无锡金陵塔淀粉有限公司,上海喜旺食品厂,1.0
安吉祖名豆制食品有限公司,上海宝山乐购生活购物有限公司,3.0
海亮明康汇物流有限公司,普陀知音苑店,96.0
上海汉康豆类食品有限公司,怡乐食钻石大厦,6.0
苏州味知香食品有限公司,上海杨巷农副产品配送有限公司,1.0
上海天增食品有限公司,上海思美食品有限公司,2.0
上海阳洋豆业食品有限公司,上海龙上农副产品批发-薛之扣,3.0
三角地虹联,上海市民办迅行中学,14.0
上海万有全豆制品有限公司奉贤分公司,上海市航头学校（总校）B2-1402,2.0
安吉祖名豆制食品有限公司,上海嘉定乐购生活购物有限公司,60.0
百佑佳食品贸易（上海）有限公司,上海紫燕食品有限公司,18.0
中粮国际（北京）有限公司上海分公司,上海肯德基有限公司威宁餐厅,6.0
上海汉康豆类食品有限公司,22.联华长岛店,28.0
上海阳洋豆业食品有限公司,上海龙上农副产品批发市场-张瑞侠,1.0
上海泽福食用菌种植专业合作社,上海龙辉餐饮管理有限公司时代广场店,63.0
上海惠南祥健家禽经营店,上海市浦东新区南汇外国语小学,3.0
兖州市绿源食品有限公司,上海展鹏食品有限公司,10.0
上海市中杰水产冻品经营部,上海新香涌餐饮有限公司,6.0
上海艺杏食品有限公司,汇锦大厦餐厅(H)-锦江国际,6.0
上海旭洋绿色食品有限公司,易初 上南店,34.0
北京玉中都科技开发中心,上海龙辉餐饮管理有限公司仲盛世界商城店,25.0
上海唐人神肉制品有限公司,宝山宝教配送服务社,27.0
山东恒仁,上海利峰快餐盒饭有限公司,1.0
上海市江桥批发市场,上海诚信副食品市场经营管理有限公司,2.0
上海意华食品有限公司,大连海德福食品有限公司,2.0
光明乳业股份有限公司-奶粉,上海龙华乐购生活购物有限公司,76.0
福建欧圣农牧发展有限公司,上海新景西餐食品有限公司,4.0
内蒙古小肥羊食品有限公司,上海龙辉餐饮管理有限公司时代广场店,3.0
上海旭洋绿色食品有限公司,昌化菜场,31.0
上海艺杏食品有限公司,上海金富食品有限公司分公司,1.0
雄杰冷冻食品经营部（军工路）,上海浦众农贸市场经营管理有限公司,3.0
上海米秋实业发展有限公司,上海欧尚超市有限公司,1.0
上海鼎腾食品有限公司,迪亚保屯,2.0
上海旭洋绿色食品有限公司,上海联家超市有限公司万里店,6.0
上海宏连食品有限公司,上海诚味食品有限公司,1.0
上海五丰上食食品有限公司,上海联华超市发展有限公司 - 系统,41.0
上海艺杏食品有限公司,康兴市场（高帅杰）（专卖）,32.0
上海汉康豆类食品有限公司,珍鼎-圣戈班北斗,7.0
上海万有全豆制品有限公司奉贤分公司,上海市下沙学校中学部B2-1607a,1.0
上海丰渔农业发展有限公司,上海联家超市有限公司曹路店,1.0
江苏金洲粮油食品有限公司,农工商超市,2.0
中粮国际（北京）有限公司上海分公司,上海肯德基有限公司保乐 餐厅,8.0
上海市闸北区熠峰食品
经营部,上海龙辉餐饮管理有限公司南方商城店,2.0
佳侬食品上海有限公司,锦江麦德龙现购自运有限公司金山商场,1.0
上海恒益国际贸易有限公司,上海外高桥进口商品直销中心有限公司,11.0
上海天成企业发展有限公司,特易购乐购（中国）投资有限公司嘉善分公司,2.0
上海东方食品有限公司,超拨,7.0
浦东新区宣桥镇安强鲜肉店,上海市浦东新区荡湾小学（食堂）,28.0
2.大连翔祥食品有限公司,和民餐饮管理（上海）有限公司正大广场店,1.0
上海新景西餐食品有限公司,上海黄河佘山索菲特大酒店（银湖）,86.0
多美滋婴幼儿食品有限公司,欧尚(中国)投资有限公司,6.0
上海亚太国际蔬菜有限公司,上海必胜客有限公司民庆路店,7.0
上海阳洋豆业食品有限公司,上海盛怡农副产品市场经营管理有限公司,25.0
马鞍山雨润食品有限公司,上海杨巷农副产品配送有限公司,1.0
黑龙江省臻惠食品有限公司,沃尔玛华东百货有限公司上海桃浦分店,1.0
鼎香帅（上海）餐饮企业管理有限公司,上海翁氏餐饮有限公司,18.0
上海亚太国际蔬菜有限公司,上海必胜客有限公司徐汇华泾店,64.0
上海锦奇食品有限公司,上海市李惠利中学,1.0
上海阳洋豆业食品有限公司,繁荣菜场,6.0
安徽名山有机农业科技开发有限公司,上海环盛商业有限公司世纪大道分公司,81.0
上海万有全豆制品有限公司奉贤分公司,上海万有全富程食品配送有限公司(唐家湾菜场),23.0
上海汉康豆类食品有限公司,宝钢物业-聚宝轩,4.0
上海汉康豆类食品有限公司,上蔬永辉-周浦沈梅东路店,3.0
上海阳洋豆业食品有限公司,乳山菜场134号,30.0
上海花冠营养乳品有限公司,重庆市武隆县妈咪宝贝婴童店,8.0
纽迪希亚生命早期营养品管理（上海）有限公司,苏果超市有限公司,33.0
益海嘉里食品营销有限公司,上海必胜客有限公司金山石化餐厅,4.0
上海阳洋豆业食品有限公司,亿家美,6.0
上海汉康豆类食品有限公司,上海梅川农贸市场经营管理有限公司,28.0
上海市徐汇区欣建副食品经营部,上海龙辉餐饮管理有限公司虹口龙之梦店,125.0
浙江海兴食品有限公司,上海顶发食品有限公司,2.0
上海澳菲利食品销售有限公司,上海海莱,1.0
上海清美绿色食品有限公司,上海枫桥农贸市场经营管理有限公司,44.0
北京美泰味国际贸易有限公司,北京泰美味国际贸易有限公司,1.0
上海市杨浦区中亮食品经营部,上海市昆明学校,41.0
中粮国际（北京）有限公司上海分公司,上海肯德基有限公司虹梅餐厅,5.0
岱柏农产品产销专业合作社,上海绿地优鲜超市有限公司浦东锦尊路分公司,114.0
上海适达餐饮管理有限公司冰淇淋加工厂,虹口龙之梦,34.0
上海市老大同食品有限公司,上海市南市区乔家栅食品厂,1.0
中国牡工商(集团)总公司,上海上食肉类有限公司,1.0
上海力德尔食品有限公司,方泰中学-老师,7.0
上海绿和园艺有限公司,上海必胜客有限公司南汇乐购餐厅,42.0
个体工商户,上海市甘泉外国语中学,556.0
上海艺杏食品有限公司,幸福街292（田兆刚）（加盟）,28.0
海亮明康汇物流有限公司,诸暨市海亮外国语学校,13.0
泰森华东食品发展有限公司,上海联家超市有限公司七宝店,172.0
泰兴市振华油脂有限公司,锦江麦德龙现购自运有限公司,1.0
上海艺杏食品有限公司,上海立信会计学院(松江校区)（H C）-M,43.0
旭阳绿色食品有限公司,锦江麦德龙现购自运有限公司闵行商场,1.0
上海市金山区陈友江水产店,上海龙辉餐饮管理有限公司金山万达广场店,132.0
上海慎昌贸易有限公司,上海易买得超市有限公司曲阳店,15.0
安吉祖名豆制食品有限公司,古北家乐福,54.0
上海阳洋豆业食品有限公司,航头菜场3号,29.0
上海紫燕食品有限公司,上海闵行超十万熟食店,6.0
上海艺杏食品有限公司,锦江麦德龙现购自运有限公司虹口商场,25.0
南京利丰英和商贸有限公司,上海屈臣氏日用品有限公司浦东龙阳路分店,12.0
上海世经民商贸有限公司,上海景洲乐贸易有限公司华灵西路华联超市店,1.0
上海阳洋豆业食品有限公司,上海淞南农副产品市场经营管理有限公司,10.0
上海景瑞农业科技发展有限公司,上海鑫福昌工贸有限公司,1.0
益海嘉里食品营销有限公司,上海必胜客有限公司朱泾镇店,7.0
上海东利油脂食品有限公司,上海飞玲食品销售有限公司,16.0
上海花冠营养乳品有限公司,九龙坡区白市驿育婴世界,12.0
上海东区老大房食品有限公司,联华延平,27.0
上海欧源豆类食品有限公司,张家桥,24.0
上海阳洋豆业食品有限公司,春晖市场1号,26.0
临沂新程金锣肉制品公司,上海上食肉类有限公司,1.0
上海亚太国际蔬菜有限公司,上海肯德基有限公司汇川餐厅,7.0
上海优滋实业有限公司,上海优滋实业有限公司,7.0
江苏川东农业发展有限公司,上海七宝乐购购物中心有限公司,2.0
上海爱凡食品有限公司,苏州市南环桥市场登元调味品批发部,2.0
滁州市志成食品有限公司,上海七宝乐购购物中心有限公司,14.0
上海旭洋绿色食品有限公司,华润无锡恒隆店,5.0
庞仕水产（上海）有限公司,上海顶发食品有限公司,2.0
上海煜晟贸易有限公司,上海萨莉亚餐饮有限公司大渡河路店,30.0
千岛湖富城农特产品有限公司,上海环盛商业有限公司徐汇环贸广场第三分公司,221.0
上海鸿澎食品有限公司,上海市储能中学,6.0
上海紫燕食品有限公司,上海市闵行区陈玲星熟食店,4.0
上海唐人神肉制品有限公司,交大华山,7.0
上海东区老大房食品有限公司,世纪联华三林店,11.0
上海意华食品有限公司,家乐福北京通州店,1.0
上海艺杏食品有限公司,金华社区,5.0
上海糖汇实业有限公司,贝帝鲜（上海）食品有限公司,2.0
太仓祥农食品有限公司,锦江麦德龙现购自运有限公司,1.0
上海艺杏食品有限公司,越溪市场1号(苏丙元)[加盟],15.0
YYC2-吉林省长春皓月清真肉业股份有限公司,上海联家超市有限公司莘庄店,2.0
欧本咖啡（北京）有限公司,上海龙辉餐饮管理有限公司淀山湖大道店,1.0
上海万有全豆制品有限公司奉贤分公司,上蔬永辉虹井店,23.0
上海汉康豆类食品有限公司,上海宝山鱼塘市场经营管理有限公司,17.0
上海力德尔食品有限公司,B1-0814上外静安外国语小学2805①,2.0
中粮国际（北京）有限公司上海分公司,上海肯德基有限公司茂名餐厅,3.0
领驰食品(上海)发展有限公司,领先食品（上海）发展有限公司,215.0
上海本义信息科技有限公司,上海市华东模范中学,25.0
中粮国际（北京）有限公司上海分公司,上海肯德基有限公司九亭站餐厅,5.0
上海阳洋豆业食品有限公司,金口路（张小宝）,28.0
上海宝蔬蔬菜配送有限公司,上海欧尚超市有限公司长阳店 ,15.0
中粮食品营销有限公司上海分公司,上海新欧尚超市有限公司外高桥店,4.0
上海亚太国际蔬菜有限公司,上海肯德基有限公司海光餐厅,28.0
领先食品（上海）发展有限公司,味之鲜-杭州正商,21.0
中粮国际（北京）有限公司上海分公司,上海肯德基有限公司蒙山餐厅,5.0
宁德市齐心水产专业合作社,上海联家超市有限公司南翔店,2.0
益海嘉里食品营销有限公司,上海肯德基有限公司亭枫餐厅,1.0
上海天容肉制品集团有限公司,东台大润发,7.0
上海绿地国际贸易有限公司,上海上食肉类有限公司,2.0
内蒙古小尾羊食品有限公司,上海新欧尚超市有限公司人民店,4.0
上海亚太国际蔬菜有限公司,上海必胜客有限公司金科路店,2.0
上海大昌行食品工业有限公司,联华超市   铜川,1.0
上海八仙企业发展有限公司,上海蓝盛副食品有限公司,4.0
深圳大通商贸易发展有限公司,沃尔玛江桥店,1.0
上海埔埕国际贸易有限公司,上海萨莉亚餐饮有限公司大渡河路店,3.0
汕头市金平区新湖养殖场,上海龙辉餐饮管理有限公司七莘路店,6.0
上海汉康豆类食品有限公司,01.宝教泗塘1,4.0
上海万有全豆制品有限公司奉贤分公司,新虹桥小学（绿捷）B2-1512A,3.0
上海亚太国际蔬菜有限公司,上海肯德基有限公司龙之梦餐厅,28.0
上海冯达豆类食品有限公司,新桥王,13.0
南昌平荣食品有限公司,上海宝食实业有限公司,1.0
汕头市宝利来食品有限公司,上海古韵老街坊餐饮有限公司,3.0
湖州南浔温氏食品有限公司,上海七宝乐购购物中心有限公司,6.0
上海万有全豆制品有限公司奉贤分公司,上海梅园村餐饮管理有限公司（春晓店）,13.0
益海嘉里食品营销有限公司(米),上海联华超市发展有限公司宛平南路店,5.0
上海苗苗配菜有限公司,上海市金山区朱行幼儿园,272.0
上海万有全豆制品有限公司奉贤分公司,家得利西藏,23.0
上海华晨食品有限公司,凯宾斯基酒店,1.0
蔬菜刘,上海翼家菜市场经营管理有限公司,20.0
上海市杨浦区中亮食品经营部,上海市虹口区多伦同心小学,41.0
上海福杨粮油食品有限公司,上海市徐汇区机关服务中心,2.0
益海嘉里食品营销有限公司,上海易初莲花连锁超市有限公司,23.0
中粮国际（北京）有限公司上海分公司,上海必胜客有限公司曹安公路店,3.0
上海都乐食品有限公司,上海联家超市有限公司武宁店,51.0
上海艺杏食品有限公司,万有全（梅陇地铁大菜班）,20.0
上海铜川水产市场经营管理有限公司,上海甘泉集贸市场经营管理有限公司,127.0
山东日龙食品有限公司,上海萨莉亚餐饮有限公司大渡河路店,21.0
上海阳光家卫食品,上海行广贸易有限公司,94.0
上海汉康豆类食品有限公司,27.联华佳林,28.0
上海万有全豆制品有限公司奉贤分公司,上海市航头学校（分校）B2-1401,1.0
上海汉康豆类食品有限公司,上海芯铭农副产品市场经营管理有限公司嘉陵农副产品市场经营管理分公司,2.0
上海作礼食品有限公司,锦江麦德龙现购自运有限公司浦东商场,2.0
中粮国际（北京）有限公司上海分公司,上海必胜客有限公司真大路店,6.0
上海紫鸿食品有限公司,吴林,35.0
上海广轩印务有限公司,上海山林食品有限公司,4.0
光明米业(集团)有限公司,上海新欧尚超市有限公司嘉定店,4.0
上海旭洋绿色食品有限公司,联华龙茗专卖,15.0
上海邦吉粮油发展有限公司,上海邦源汽车用品有限公司,1.0
金利油脂苏州有限公司,上海顾氏农副产品专业合作社,2.0
上海冯达豆类食品有限公司,虹朱路1#,10.0
上海艺杏食品有限公司,普陀区教育服务配送中心《恒德》,5.0
上海亚太国际蔬菜有限公司,上海肯德基有限公司坂桥餐厅,22.0
上海经泰油脂有限公司,南门粮油,1.0
中粮国际（北京）有限公司上海分公司,上海必胜客有限公司高行万嘉店,3.0
上海迪鲜食品有限公司,刘红彬,1.0
上海繁龄实业有限公司,上海龙辉餐饮管理有限公司南方商城店,6.0
上海市浦东新区高行镇伍锦强鲜肉点,上海浦勤餐饮管理有限公司,17.0
益海嘉里食品营销有限公司,上海肯德基有限公司洛川餐厅,1.0
上海百蒂凯果蔬种植专业合作社,上海萨莉亚餐饮有限公司大渡河路店,62.0
上海西郊国际农产品交易有限公司,王莉,1.0
获嘉县丰源粮油加工厂,上海宝山宝教配送服务有限公司,1.0
上海华润五丰营销有限公司,上海新欧尚超市有限公司人民店,2.0
上海新景西餐食品有限公司,粤海喜来登,2.0
上海誉龙食品公司,上海浦众农贸市场经营管理有限公司,1.0
中粮国际（北京）有限公司上海分公司,上海肯德基有限公司翔川餐厅,5.0
上海花冠营养乳品有限公司,福清市龙山兰敏日用品店,6.0
领先食品（上海）发展有限公司,味之鲜-成都永盛(华东),6.0
旭洋绿色食品有限公司,锦江麦德龙现购自运有限公司虹口商场,17.0
舟山海林水产,上海江杨水产品批发市场经营管理有限公司,1.0
益海嘉里食品营销有限公司,上海必胜客有限公司机场镇店,4.0
益海嘉里食品营销有限公司,上海必胜客有限公司海悦餐厅,1.0
重庆恒都食品开发有限公司,上海新白鹿餐饮有限公司,6.0
上海上实现代农业开发有限公司,上海全赢农业有限公司,1.0
上海爱樱食品有限公司,上海金文食品有限公司,1.0
上海冯达豆类食品有限公司,上海宛南综合市场经营管理有限公司,28.0
深圳市鑫荣懋有限公司,沃尔玛凌云店,9.0
上海亚太国际蔬菜有限公司,上海肯德基有限公司奉城餐厅,31.0
上海阳洋豆业食品有限公司,东康市场16号,30.0
上海力德尔食品有限公司,鹤栖路幼儿园-学生,4.0
上海市宝山区燕青肉类经营部,上海市同济初级中学,47.0
上海津香食品有限公司,上海婆大食品有限公司,2.0
福建安井食品股份有限公司,上海文畅食品有限公司,1.0
上海市闵行区刘学武食品店,上海市闵行区九度香餐饮店,14.0
上海铜川水产市场经营管理有限公司 ,上海缘盛农贸市场经营管理有限公司怒江路分公司,7.0
吉林白山,上海金文食品有限公司,1.0
上海赛迪副食品有限公司,上海八仙食品有限公司,1.0
安吉祖名豆制食品有限公司,卜蜂莲花浦江,58.0
上海花冠营养乳品有限公司,昆明市晋宁县阳光宝贝,8.0
上海好客农业科技发展有限公司,上海龙辉餐饮管理有限公司周浦万达店,1142.0
上海唐人神肉制品有限公司,上海远东食品有限公司,1.0
上海汉康豆类食品有限公司,28.家乐福古北店,11.0
上海市莹瑜贸易有限公司,上海古意餐饮管理有限公司静安分公司,27.0
五常市大洋粮油有限公司,上海申泉农贸市场经营管理有限公司,24.0
上海向进绿色食品有限公司第二分公司,上海宝山鱼塘市场经营管理有限公司,15.0
广州濠天餐饮管理有限公司,上海爱连信食品有限公司,2.0
上海万有全豆制品有限公司奉贤分公司,田园中学（生鲜）,7.0
Nestle Suisse S.A.,上海工业对外贸易公司,9.0
上海唐人神肉制品有限公司,翰时科技有限公司,1.0
上海意华食品有限公司,华润万家深圳万象城OLE,1.0
中京食品（扬州）有限公司,上海峰二食品有限公司,1.0
上海汉康豆类食品有限公司,楚阳-银联,8.0
中粮国际(北京)有限公司上海分公司,锦江麦德龙现购自运有限公司闵行商场,3.0
扬州和信食品有限公司,上海诚味食品有限公司,1.0
上海爱凡食品有限公司,宁波乾坤食品有限公司,2.0
内蒙古锡林郭勒肉食品有限公司,上海海底捞实业有限公司,1.0
善民水产经营部,上海骏丰食品有限公司,4.0
中粮东海粮油工业（张家港）有限公司,上海肯德基有限公司长江南路餐厅,3.0
上海松江粮油购销有限公司泖港粮库,上海松江粮油购销有限公司浦北分公司,3.0
上海旭洋绿色食品有限公司,华联超市浦电专卖,31.0
上海宝食实业有限公司,贝帝鲜（上海）食品有限公司,7.0
上海万有全豆制品有限公司,上海高跃农贸市场经营管理有限公司,20.0
上海花冠营养乳品有限公司,凯里市缘源纸业,10.0
上海市徐汇区晓月水产经营部,上海市徐汇区机关服务中心,8.0
上海新景西餐食品有限公司,海南优尼特贸易有限公司,123.0
王强海鲜经营部,上海铭言企业管理有限公司古泉农贸市场经营管理分公司,3.0
上海意华食品有限公司,家乐福盐城建湖店,1.0
临沂六和鲁盛食品有限公司,上海紫燕食品有限公司,2.0
江苏雨润肉食品有限公司,上海绿捷实业发展有限公司,1.0
上海花冠营养乳品有限公司,山东省烟台宝晨商贸有限公司（原烟台东康商贸）,9.0
武汉良中行供应链管理有限公司,上海展鲜食品销售有限公司,1.0
上海天容肉制品集团有限公司,风宾大润发,1.0
上海艺杏食品有限公司,三元二村市场门面(蒋艳),24.0
内蒙古中敖食品有限公司,上海龙辉餐饮管理有限公司南方商城店,1.0
上海青浦区双佳民办小学,泰州,16.0
上海龙辉餐饮管理有限公司九六广场店,上海微馨贸易有限公司,24.0
上海亚太国际蔬菜有限公司,上海肯德基有限公司丽园餐厅,33.0
上海艺杏食品有限公司,强生汽车-利仕餐饮,2.0
上海龙上农副产品批发市场经营管理有限公司,上海谷禾投资管理有限公司,8.0
上海汉康豆类食品有限公司,23.西法华,1.0
上海桔榕贸易有限公司,上海紫燕食品有限公司,14.0
中粮国际（北京）有限公司上海分公司,上海肯德基有限公司南奉餐厅,9.0
上海旭洋绿色食品有限公司,爱赋国际贸易（上海）有限公司（潍坊）,5.0
上海旭洋绿色食品有限公司,上海杨浦绿地商业管理有限公司,17.0
上海旭洋绿色食品有限公司,上海平延农贸市场经营管理有限公司,11.0
上海亚太国际蔬菜有限公司,上海肯德基有限公司曹杨餐厅,32.0
中粮国际（北京）有限公司上海分公司,上海必胜客有限公司光新路餐厅,7.0
北京顺鑫农业股份有限公司,上海紫鸿食品有限公司,18.0
上海双汇大昌有限公司上海分公司,阿芳食品配送中心,1.0
王高成家禽,小巴椒（上海）餐饮服务有限公司,7.0
泰兴市东圣食品科技有限公司,上海澳辰食品有限公司,1.0
益海嘉里食品营销有限公司,上海新欧尚超市有限公司外高桥店,14.0
上海万有全豆制品有限公司奉贤分公司,长江通信（生鲜）,8.0
伊利,沃尔玛松江店,2.0
青岛金林达果蔬种植有限责任公司,上海新欧尚超市有限公司嘉定店,75.0
上海大昌行食品工业有限公司,家得利  城中,1.0
上海亚太国际蔬菜有限公司,上海必胜客有限公司龙胜路店,54.0
上海花冠营养乳品有限公司,周口市沈丘县都市奶粉城,13.0
上海乐购物流有限公司闵行分公司,上海龙华乐购生活购物有限公司,135.0
帝门食品（厦门）有限公司,上海微馨贸易有限公司,1.0
上海贵昂副食品有限公司,上海国家会计学院,146.0
上海世海贸易有限公司,海亮明康汇物流有限公司,1.0
松江区叶榭镇叶旺路699号,上海兴堰商贸有限公司,1.0
上海澳莉嘉食品有限公司宝山分公司,三阳-澳莉嘉,60.0
益海嘉里食品营销有限公司,上海必胜客有限公司昌里餐厅,1.0
佛山市海天调味食品有限公司,上海金文食品有限公司,1.0
上海汉康豆类食品有限公司,锄禾超市梅岭店,23.0
上海英豪食品有限公司,上海新欧尚超市有限公司人民店,30.0
上海裕田农业科技有限公司,易初莲花上海配送中心,1.0
嘉兴大佳意食品有限公司,甄味（上海）国际贸易有限公司,1.0
上海部落情餐饮服务管理有限公司,闸北店,15.0
江苏省苏食肉品有限公司,上海苏食肉品销售有限公司,1.0
上海旭洋绿色食品有限公司,家乐福青浦公园专卖,30.0
上海正顶记贸易有限公司,上海汇金六百超市有限公司,13.0
上海长生食品有限公司,大润发锡山店,1.0
中粮国际（北京）有限公司上海分公司,上海必胜客有限公司菊联路店,5.0
上海文畅食品有限公司,上海龙辉餐饮管理有限公司真北路店,14.0
上海清美绿色食品有限公司,上海行广贸易有限公司,462.0
广州安城人参有限公司,上海龙辉餐饮管理有限公司九六广场店,1.0
纽迪希亚生命早期营养品管理（上海）有限公司,乌鲁木齐市诚成商贸有限责任公司,6.0
上海澳犇国际贸易有限公司,上海龙辉餐饮管理有限公司东郊百联店,10.0
无锡安井食品有限公司,上海龙辉餐饮管理有限公司时代广场店,23.0
上海九雅堂食品有限公司,李先生,1.0
广东八记食品有限公司（阿文）,上海龙辉餐饮管理有限公司八佰伴店,22.0
上海旭洋绿色食品有限公司,利海超商业有限公司,4.0
江苏省射阳县临港工业区,益海嘉里食品营销有限公司,1.0
浙江金大地农业发展股份有限公司,上海兴堰商贸有限公司,18.0
上海适达餐饮管理有限公司冰淇淋加工厂,华诚,55.0
上海增鑫食品有限公司,上海龙辉餐饮管理有限公司仲盛世界商城店,3.0
北京玉中都科技开发中心,上海龙辉餐饮管理有限公司世博大道店,90.0
益海嘉里食品营销有限公司,上海迪亚零售有限公司,8.0
上海居昌贸易有限公司,上海金山乐购生活购物有限公司,4.0
上海港源工业贸易有限公司(食品二部),上海联华超市发展有限公司宛平南路店,4.0
上海福沁贸易有限公司,上海喜旺食品厂,1.0
安吉祖名豆制食品有限公司,新港卜蜂莲花,66.0
中粮国际（北京）有限公司上海分公司,上海肯德基有限公司百齐餐厅,7.0
南京利丰英和商贸有限公司,上海易买得超市有限公司老西门店,8.0
上海东区老大房食品有限公司,联华新沪,10.0
中粮国际（北京）有限公司上海分公司,上海肯德基有限公司泗宝餐厅,6.0
上海市青浦区张荣炳肉类经营部,上海徽家餐饮有限公司,102.0
上海优壹电子商务有限公司,泉山区婴之谷母婴用品商店,3.0
上海瑞姆贸易有限公司,上海龙辉餐饮管理有限公司正大广场店,3.0
上海冯达豆类食品有限公司,铭言店,25.0
上海慈杨快餐有限公司,神稻橡塑有限公司,1295.0
上海艺杏食品有限公司,奉贤电厂-交大后勤,13.0
上海田林东路店,海亮明康汇物流有限公司,1.0
中粮国际（北京）有限公司上海分公司,上海肯德基有限公司龙翔路餐厅,5.0
上海东利油脂食品有限公司,上海艾诚贸易有限公司,2.0
上海汉康豆类食品有限公司,易初莲花金山店,4.0
上海清美绿色食品有限公司,上海广亚百货商业有限公司,1.0
上海洪州贸易发展有限公司,上海龙辉餐饮管理有限公司百联又一城店,1.0
上海珍聚仙贸易有限公司,上海龙辉餐饮管理有限公司五角场店,3.0
上海市徐汇区怀田副食品商店,上海龙辉餐饮管理有限公司七莘路店,163.0
上海淳飞食品有限公司,上海创励青通酒楼有限公司,30.0
上海松林肉食品有限公司(联营),上海联华超市发展有限公司 - 系统,3.0
