label,x,y
上海建徐商贸有限公司,121.48789948569473,31.24916171001514
宝钢厂区热3（H ）,121.46265144153963,31.41626437654061
上海市宝山区成平肉类经营部,121.40904121844942,31.398622694466777
上海无间餐饮有限公司,121.48789948569473,31.24916171001514
上海农丰实业有限公司,121.4363020748293,31.16704920315106
信阳市恒好商贸有限公司,114.0854909934702,32.128582307511664
化工研究院（H ）-M,117.29292809652516,31.906536621900717
上海宝桥食品有限公司,121.40267149280784,31.627319373871106
崇明生态菜店国伟店 周金连（预付1）,121.5353975435439,31.633564930802045
B2-1708位育中学（新疆）1905②,121.46331221081853,31.21858423953518
东方先导（上海）糖酒有限公司,108.85100963157022,18.99816086121773
湖北省-吴小高,112.41056219213213,31.209316250139747
农工商大石化店(115),112.14457935303952,23.018851418381637
嘉兴市正双贸易有限公司,120.75919064243968,30.774617218961815
上海城市食品配送有限公司,121.43632843919771,31.234729260802457
中百仓储超市有限公司,112.2468085221582,30.29294112654854
中百仓储超市有限公司,112.2468085221582,30.29294112654854
北大荒米业集团上海食品有限公司(自有品牌部),126.7010493166367,45.75745061652085
库尔勒斗牛士牛排餐厅,85.70941760173511,41.705499905673676
上海宇鑫食品有限公司,121.40267149280784,31.627319373871106
衢州金宏,118.87584165150854,28.95691044753569
叻克透（上海）有限公司,121.48789948569473,31.24916171001514
招远市康钧食品有限公司,120.40051706224612,37.34414587052448
五星菜市场(徐井桃)（加盟）,121.42016042401882,31.25758157686781
徐汇专柜(家乐福),121.4573502712336,31.200247574782786
上海采莲超市有限公司,121.48268500007379,30.92071584557512
怡乐食索维尔,113.32853581723522,23.14753472838848
安徽亳州市谯城区宝之蓝母婴连锁（原亳州爱心金摇篮）,115.81281423256797,33.78292440783264
刘明同,117.60779361806505,33.58773740050033
上海环盛商业有限公司,121.48789948569473,31.24916171001514
双禾超市加盟,121.62345917249193,38.986224984918614
河南洛阳三友土产制品有限公司,112.44752476895121,34.65736781765111
镇江银江食品有限公司,119.45583540512952,32.20440944359928
镇江银江食品有限公司,119.45583540512952,32.20440944359928
上海汉康食品有限公司,121.40267149280784,31.627319373871106
上海汉康食品有限公司,121.40267149280784,31.627319373871106
上海汉康食品有限公司,121.40267149280784,31.627319373871106
上海汉康食品有限公司,121.40267149280784,31.627319373871106
长江453店(伍缘折扣超市),121.420203541785,31.02646230348805
成都大翼商贸有限公司,104.06792346330406,30.679942845419564
嘉里粮油（青岛）有限公司,120.38442818368189,36.10521490127382
上海捞派餐饮管理有限公司打浦路分公司,121.47700711097926,31.210631521928295
安徽海汇食品商贸有限公司,117.2160052075697,31.85925241707919
南京宜家家居有限公司,118.80309212664794,32.00020628228657
上海通林商贸有限公司,121.48789948569473,31.24916171001514
上海泾东市场,121.56054509296445,31.251780867573235
上海肯德基有限公司美兰餐厅,121.35696427296797,31.409036063247
上海肯德基有限公司美兰餐厅,121.35696427296797,31.409036063247
嘉定店经销(祁连山小区),121.25101353755592,31.36433805543363
家乐福武宁专卖,115.0231594907838,29.263844028424316
上海市青浦区黄淑琼熟食店,121.09142524282201,31.130862397996967
夏朵餐饮 老店（夏朵餐饮）,121.4443101989591,31.218021333790933
水舍酒店（上海）有限公司,121.51225739891999,31.22586985407214
水舍酒店（上海）有限公司,121.51225739891999,31.22586985407214
水舍酒店（上海）有限公司,121.51225739891999,31.22586985407214
水舍酒店（上海）有限公司,121.51225739891999,31.22586985407214
水舍酒店（上海）有限公司,121.51225739891999,31.22586985407214
水舍酒店（上海）有限公司,121.51225739891999,31.22586985407214
水舍酒店（上海）有限公司,121.51225739891999,31.22586985407214
水舍酒店（上海）有限公司,121.51225739891999,31.22586985407214
水舍酒店（上海）有限公司,121.51225739891999,31.22586985407214
水舍酒店（上海）有限公司,121.51225739891999,31.22586985407214
水舍酒店（上海）有限公司,121.51225739891999,31.22586985407214
水舍酒店（上海）有限公司,121.51225739891999,31.22586985407214
水舍酒店（上海）有限公司,121.51225739891999,31.22586985407214
水舍酒店（上海）有限公司,121.51225739891999,31.22586985407214
水舍酒店（上海）有限公司,121.51225739891999,31.22586985407214
水舍酒店（上海）有限公司,121.51225739891999,31.22586985407214
水舍酒店（上海）有限公司,121.51225739891999,31.22586985407214
水舍酒店（上海）有限公司,121.51225739891999,31.22586985407214
浦东皇家孕婴祝桥店,121.76494149441477,31.122775540859386
上海铸林贸易公司,121.48789948569473,31.24916171001514
宁波今日食品有限公司,121.31918925417685,29.70432866559306
宁波今日食品有限公司,121.31918925417685,29.70432866559306
宁波今日食品有限公司,121.31918925417685,29.70432866559306
通河2店90(伍缘折扣超市),128.76223231659597,46.24785724728285
上海必胜客有限公司通河餐厅,121.4559729910223,31.331781029473017
上海必胜客有限公司通河餐厅,121.4559729910223,31.331781029473017
上海必胜客有限公司通河餐厅,121.4559729910223,31.331781029473017
复旦大学本部餐厅二楼大厅,121.46329525709864,31.20293952885246
上海日粉食品,121.48789948569473,31.24916171001514
永兴24号,113.19839325538278,26.21649168881362
宛平店,121.45141578386506,31.202550750399197
老盛兴汤包馆-兰溪二店,119.53333759742226,29.284102536325353
徐泾家乐福,121.2902205311022,31.174289388931285
浙江惠隆对外贸易有限责任公司,120.17551187631229,30.27167034794025
上海家得利超市有限公司莲园店,121.5498820268999,31.192539931368604
上海家得利超市有限公司莲园店,121.5498820268999,31.192539931368604
万有全（工务）,121.50025981018982,31.183840588911877
上海爱莲超市有限公司新镇路店,121.37559844219562,31.145654293489383
万有全（蒲汇塘地铁大菜班）,121.50025981018982,31.183840588911877
